IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
2649194,139602,I Am Steve McQueen (2014) ,"['Documentary', 'Biography']","['american actor', 'motor sports', 'acting', 'charisma', 'hollywood']",Jeff Renfroe,"['Steve McQueen', 'Robert Downey Jr.', 'Kristin Kreuk', 'Zoë Bell', 'Pierce Brosnan', 'Bruce Brown', 'Clifford C. Coleman', 'Randy Couture', 'John Gilmore', 'Katherine Haber', 'Mario Iscovich', 'Norman Jewison', 'Pat E. Johnson', 'Ali MacGraw', 'Ben Mankiewicz']",English,7.0
0322232,139604,Fat din chiu giu wa (2001) ,"['Comedy', 'Fantasy', 'Romance']","['hot', 'sex scene', 'sexy', 'sex', 'female nudity']",Bowie Lau,"['Sophie Chin Man Ngan', 'Shu-Kei Wong', 'King-Tan Yuen', 'Suet Lam', 'Teresa Mak', 'Yee-Tung Cheung', 'Grace Lam', 'Siu-Kei Lee', 'Shiu Hung Hui', 'Charlie Cho', 'Sammuel Leung', 'Ka Yu Chow']",Cantonese,5.3
2966760,139606,Pantani: The Accidental Death of a Cyclist (2014) ,"['Documentary', 'Biography', 'Sport']","['cyclist', 'tour de france', 'retrospective', 'seven word title', 'rise and fall']",James Erskine,"['Andrea Gambadoro', 'Marco Pantani', 'Conan Sweeny']",English,7.0
3062976,139608,Learning to Drive (2014) ,"['Comedy', 'Drama', 'Romance']","['windshield wiper', 'cell phone', ""laying one's head on someone's lap"", 'teenager', 'instructional video']",Isabel Coixet,"['Patricia Clarkson', 'Ben Kingsley', 'Jake Weber', 'Sarita Choudhury', 'Grace Gummer', 'Avi Nash', 'Samantha Bee', 'Matt Salinger', 'John Hodgman', 'Michael Mantell', 'Daniela Lavender', 'Gina Jarrin', 'Rajika Puri', 'Beau Baxter', 'Randy Graff']",English,6.4
1501298,139612,Kattradhu Thamizh (2007) ,"['Drama', 'Mystery']","['tamil', 'inequality']",Ram,"['Jiiva', 'Anjali', 'Karunas', 'Azhagam Perumal']",Tamil,8.4
0076247,139614,Julio Comienza en Julio (1979) ,['Drama'],"['teenager', 'chile', 'chilean history', 'month in title', 'cock fighting']",Silvio Caiozzi,"['Elsa Alarcón', 'Jorge Álvarez', 'Luis Alarcón', 'Magdalena Aguirre', 'Rafael Benavente', 'Shlomit Baytelman', 'José Cabello', 'María Castiglione', 'Tennyson Ferrada', 'Ana González', 'Delfina Guzmán', 'Pedro Gaete', 'Alfonso Luco', 'Gloria Münchmeyer', 'Juan Cristóbal Meza']",Spanish,7.2
0050085,139616,The 27th Day (1957) ,['Sci-Fi'],"['psychotronic film', 'flying saucer', 'capsule', 'news broadcast', 'transistor radio']",William Asher,"['Gene Barry', 'Valerie French', 'George Voskovec', 'Arnold Moss', 'Stefan Schnabel', 'Ralph Clanton', 'Friedrich von Ledebur', 'Paul Birch', 'Azemat Janti']",English,6.2
1920996,139618,La máquina que hace estrellas (2012) ,['Animation'],['boy'],Esteban Echeverría,"['Marcelo Armand', 'Bobby Becht', 'Daniel J. Edwards', 'Pablo Gandolfo', 'Valeria Gomez', 'Amanda Goodman', 'Lucila Gómez', 'Angela Mulligan', 'Alejandro Outeyral', 'Victoria Ramos', 'Tony Salerno', 'Bill Timoney']",Spanish,7.1
0263438,139620,Her Sey Çok Güzel Olacak (1998) ,"['Comedy', 'Drama']","['brother brother relationship', 'cigarette smoking', 'wristwatch', 'tattoo on arm', 'tattooed man']",Ömer Vargi,"['Cem Yilmaz', 'Mazhar Alanson', 'Ceyda Düvenci', 'Selim Nasit', 'Mustafa Uzunyilmaz', 'Adnan Tönel', 'Cenk Vargan', 'Ayumi Takano', 'Mesut Akusta', 'Sait Genay', 'Emre Sipahioglu', 'Ugur Çavusoglu', 'Ibrahim Yalcin', 'Engin Günay', 'Deniz Oral']",Turkish,8.1
1666700,139622,Gosurori shokeinin (2010) ,"['Action', 'Horror']","['murderess', 'blood splatter', 'woman fights a man', 'woman murders a man', 'woman murders a woman']",Gô Ohara,"['Rina Akiyama', 'Ruito Aoyagi', 'Asami', 'Yukihide Benny', 'Jonny Caines', 'Eric Daniel', 'Carl Fortin', 'Satoshi Hakuzen', 'Kyo Hirayama', 'Mayumi Ido', 'Yukiha Iguchi', 'Aya Ikeda', 'Kenshin Iwakura', 'Ikuo Iwasa', 'Yui Iwata']",Japanese,5.3
0261739,139624,Hudutlarin Kanunu (1966) ,"['Crime', 'Drama']","['smuggling', 'feudality']",Lütfi Akad,"['Yilmaz Güney', 'Pervin Par', 'Erol Tas', 'Tuncer Necmioglu', 'Muharrem Gürses', 'Aydemir Akbas', 'Sirri Elitas', 'Tuncel Kurtiz', 'Atilla Ergün', 'Osman Alyanak', 'Ahmet Danyal Topatan']",Turkish,6.9
1802529,139626,The Human Experiment (2013) ,['Documentary'],['real life'],Don Hardy,['Sean Penn'],English,6.7
2723576,139632,The Sleepwalker (2014) ,['Drama'],"['male objectification', 'taking a shower', 'sex from behind', 'male bare butt', 'clothed female naked male sex']",Mona Fastvold,"['Gitte Witt', 'Christopher Abbott', 'Stephanie Ellis', 'Brady Corbet']",English,4.9
3162938,139634,The True Cost (2015) ,"['Documentary', 'Drama', 'News']","['clothing industry', ""women's rights"", 'anti capitalism', 'capitalism', 'human rights']",Andrew Morgan,"['Livia Giuggioli', 'Stella McCartney', 'Vandana Shiva', 'Richard Wolff', 'Lucy Siegle', 'Rick Ridgeway', 'Shima Akhter', 'Rakesh Jaiswal', 'Safia Minney', 'LaRhea Pepper', 'Christina Dean', 'Barbara Briggs', 'Tansy Hoskins', 'Arif Jebtik', 'Mike Schragger']",English,7.7
3461252,139636,The Blue Elephant (2014) ,"['Drama', 'Horror', 'Mystery', 'Thriller']","['downward spiral', 'egyptian', 'psychiatrist', 'schizophrenia', 'demon']",Marwan Hamed,"['Karim Abdel Aziz', 'Khaled El-Sawi', 'Nelly Karim', 'Muhammad Mamdooh', 'Lebleba', 'Sherine Reda', 'Dareen Haddad', 'Gamil Barsoum', 'Muhammad Abu Al Wafa', 'Feras Said', 'Mohamed Shahin', 'Sahar Abdulhameed', 'Yasser Ali Maher', 'Mohamed Abdel Azim', 'Galal El Ashari']",Arabic,8.1
3411432,139640,Ooops! Noah Is Gone... (2015) ,"['Animation', 'Adventure', 'Comedy', 'Family']","['lion', 'boat', 'father son relationship', 'brother sister relationship', 'dog']",Toby Genkel,"['Dermot Magennis', 'Callum Maloney', 'Tara Flynn', 'Ava Connolly', 'Paul Tylak', 'Alan Stanford', 'Aileen Mythen', 'Patrick FitzSymons', 'Carla Becker', 'Franciska Friede', 'Lotta Doll', 'Tina Eschmann', 'Patrick Bach', 'Chris Evans', 'Wolf Frass']",English,5.8
1798684,139642,Southpaw (2015) ,"['Action', 'Drama', 'Sport']","['boxer', 'boxing ring', 'death of wife', 'boxing training', 'rage']",Antoine Fuqua,"['Jake Gyllenhaal', 'Rachel McAdams', 'Forest Whitaker', 'Oona Laurence', '50 Cent', 'Skylan Brooks', 'Naomie Harris', 'Victor Ortiz', 'Beau Knapp', 'Miguel Gomez', 'Dominic Colón', 'Jose Caraballo', 'Malcolm M. Mays', 'Aaron Quattrocchi', 'Lana Young']",English,7.4
3397884,139644,Sicario (2015) ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['war on drugs', 'drug cartel', 'juarez mexico', 'neo noir', 'surprise ending']",Denis Villeneuve,"['Emily Blunt', 'Benicio Del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal', 'Daniel Kaluuya', 'Jeffrey Donovan', 'Raoul Max Trujillo', 'Julio Cesar Cedillo', 'Hank Rogerson', 'Bernardo Saracino', 'Maximiliano Hernández', 'Kevin Wiggins', 'Edgar Arreola', 'Kim Larrichio']",English,7.6
0103292,139647,Ng yee taam jeung Lui Lok juen: Lui lo foo (1991) ,"['Crime', 'Drama']",[],Lawrence Ah Mon,"['Andy Lau', 'Man Cheung', 'Man-Tat Ng', 'Chingmy Yau', 'Paul Chun', 'Hoi-San Kwan', 'Michael Wai-Man Chan', 'Fong Lung', 'James Tien', 'Sin Hung Tam', 'Victor Hon', 'Yat-Fei Wong', 'Chen-Tu Tan', 'Jamie Luk', 'Eddy Ko']",Cantonese,7.1
2664258,139649,Ummah - Unter Freunden (2013) ,"['Comedy', 'Drama']","['undercover agent', 'whistleblower', 'self sacrifice', 'murder', 'friendship']",Cüneyt Kaya,"['Tamer Arslan', 'Eray Egilmez', 'Claudia Eisinger', 'Katharina Heyer', 'Çetin Ipekkaya', 'Frederick Lau', 'Steven Leideck', 'Petra Maresch', 'Sami Nasser', 'Mona Pirzad', 'Ugur Polat', 'Kida Khodr Ramadan', 'Fritz Roth', 'Reinhard Rother', 'Anneke Kim Sarnau']",German,6.5
4819458,139651,The Bride He Bought Online (2015) ,['Thriller'],"['adolescent', 'abuse', 'dancing', 'false identity', 'embarrassment']",Christine Conradt,"['Anne Winters', 'Travis Hammer', 'Annalisa Cochrane', 'Lauren Gaw', 'Alexandra Paul', 'Jamie Luner', 'Chase Austin', 'Kesia Elwin', 'Randy Blekitas', 'T.J. Alvarado', 'Preston James Hillier', 'Noel Gugliemi', 'Mann Alfonso', 'Michael Segovia', 'Dean Austin']",English,5.7
1727596,139653,Winston Churchill: Walking with Destiny (2010) ,"['Documentary', 'Biography']","['jew', 'nazi', 'germany', 'political leader', '1930s']",Richard Trank,"['Ben Kingsley', 'Bryan McArdle', 'Doron Avraham', 'Richard Ben Asher']",English,7.7
3086442,139655,"Ich seh, Ich seh (2014) ","['Horror', 'Mystery', 'Thriller']","['torture', 'cosmetic surgery', 'mother son conflict', '11 year old', 'domineering mother']",Severin Fiala,"['Lukas Schwarz', 'Elias Schwarz', 'Susanne Wuest', 'Hans Escher', 'Elfriede Schatz', 'Karl Purker', 'Georg Deliovsky', 'Christian Steindl', 'Christian Schatz', 'Erwin Schmalzbauer']",German,6.7
1009019,139657,Crimes of the Past (2009) ,"['Action', 'Drama', 'Thriller']",['love'],Garrett Bennett,"['David Rasche', 'Elisabeth Röhm', 'Eric Roberts', 'Chad Lindberg', 'John Aylward', 'Cynthia Geary', 'Louise Berggren', 'Grant Goodeve', 'Olivia Thomas', 'Paul Morgan Stetler', 'Natasha Sims', 'Deb Blume', 'Tony Doupe', 'Jhene Erwin', 'Larry Gross']",English,4.2
0861772,139659,Ghost Image (2007) ,['Thriller'],"['violence', 'stalker', 'st. louis missouri', 'sister sister relationship', 'police']",Jack Snyder,"['Elisabeth Röhm', 'Stacey Dash', 'Waylon Payne', 'Roma Maffia', 'Matthew Del Negro', 'Srikant Chellappa', 'Lily Rains', 'Griff Furst', 'Joel Lewis', 'David E. Webb', 'Annalise Basso', 'Jack Snyder', 'Daniel Byington', 'Susie Wall', 'Robert Nolan Clark']",English,4.5
1590764,139661,Chlorine (2013) ,"['Comedy', 'Drama', 'Family']","['real estate', 'woman', 'wealth', 'suburb', 'housing scam']",Jay Alaimo,"['Kyra Sedgwick', ""Vincent D'Onofrio"", 'Tom Sizemore', 'Elisabeth Röhm', 'Rhys Coiro', 'Flora Cross', 'Ryan Donowho', 'Michele Hicks', 'Jordan Belfi', 'Dreama Walker', 'Brian Petsos', 'Matt Ball', 'Eddie Guerra', 'Tristine Skyler', 'Britt Napier']",English,4.7
0490075,139663,Aftermath (2013) ,"['Crime', 'Thriller']",['stranger'],Thomas Farone,"['Anthony Michael Hall', 'Chris Penn', 'Jamie Harrold', 'Tony Danza', 'Frank Whaley', 'Federico Castelluccio', 'Elisabeth Röhm', 'Leo Burmester', 'Lily Rabe', 'Steve Cirbus', 'Kent King', 'Clark Middleton', 'Paul Borghese', 'David Bunce', 'Michael Curry']",English,5.1
2594428,139665,Out of Reach (2013) ,['Drama'],['woman'],George Erschbamer,"['Lochlyn Munro', 'Erin Karpluk', 'Jamie Luner', 'Chloe East', 'Alexis G. Zall', 'Sarah Lieving', 'Eric Scott Woods', 'Stephanie Michels', 'Leigh Faith', 'Benjamin Easterday', 'Robert Seay', 'Mika Brooks']",English,4.7
1308144,139667,Nowhere to Hide (2009) ,"['Action', 'Horror', 'Mystery', 'Thriller']",[],John Murlowski,"['Meredith Monroe', 'Brian Dietzen', 'Lochlyn Munro', 'Brian Krause', 'Brittany Renee Finamore', 'Miriam Flynn', 'Richard Riehle', 'Michael Badalucco', 'Dan Kelpine', 'Gary Weeks', 'Eli Bildner', 'Marcus Shultz', 'Nick Holmes', 'Frederick Keith Johnson', 'Anthony Spagnola']",English,5.0
1918924,139669,Low Fidelity (2011) ,['Drama'],"['weekend', 'holiday', 'fourth of july', 'house', 'los angeles california']",Devon Gummersall,"['Ed Quinn', 'Meredith Monroe', 'Gale Harold', 'Lauren Stamile', 'Elaine Hendrix', 'Mark Kelly', 'Charley Mae Caland', 'Ross Partridge', 'Cynthia Enriquez', 'Tom Bower', 'Aladdin Zane', 'Molly Cheek', 'Don McManus', 'Peyton List', 'Lina Esco']",English,6.1
0288324,139675,The Year That Trembled (2002) ,"['Drama', 'Romance', 'War']","['watching television', 'letter writing', 'lottery', 'coming of age', 'vietnam']",Jay Craven,"['Jonathan Brandis', 'Charlie Finn', 'Jay R. Ferguson', 'Meredith Monroe', 'Matt Salinger', 'Erik Jensen', 'Sascha Stanton Craven', 'Marin Hinkle', 'Fred Willard', 'Sean Nelson', 'T.J. Hellmuth', 'Jay Michael Ferguson', 'Jonathan M. Woodward', 'Henry Gibson', 'Martin Mull']",English,4.8
0799942,139677,Black Crescent Moon (2008) ,"['Crime', 'Drama', 'Mystery']",['murder'],Adam Pertofsky,"['William Atherton', 'Joanne Baron', 'Gil Bellows', 'Bob Bledsoe', 'Brent Briscoe', 'Eric Bruskotter', 'D.W. Moffett', 'Meredith Monroe', 'Nate Mooney', 'Charles Napier', 'James Aaron Oliver', 'Brad Pennington', 'Josh Phillips', 'Daylon Reese', 'Mike Starr']",English,4.2
1949583,139683,Bad Behavior (2013) ,['Thriller'],['f rated'],Nicholas David Brandt,"['Hallee Hirsh', 'Austin Rogers', 'Linda Hamilton', 'Ted McGinley', 'Jeremy Dozier', 'Elsie Fisher', 'Andrew James Allen', 'Jessica Gardner', 'Martin Moakler', 'Nicki Hunter']",English,4.6
0248169,139685,Manna from Heaven (2002) ,['Comedy'],"['money', 'gift', 'heaven', 'manna', 'nun']",Gabrielle Burton,"['Shirley Jones', 'Cloris Leachman', 'Louise Fletcher', 'Seymour Cassel', 'Frank Gorshin', 'Wendie Malick', 'Jill Eikenberry', 'Ursula Burton', 'Harry Groener', 'Faye Grant', 'Austin Pendleton', 'Shelley Duvall', 'Drew Pillsbury', 'Maria Burton', 'Cameron Watson']",English,5.6
0120498,139687,What the Deaf Man Heard (1997) ,"['Comedy', 'Drama']","['deaf', 'pretending to be deaf', 'hallmark', 'based on novel']",John Kent Harrison,"['Matthew Modine', 'Claire Bloom', 'Judith Ivey', 'James Earl Jones', ""Jerry O'Connell"", 'Bernadette Peters', 'Tom Skerritt', 'Anne Bobby', 'Stephen Spinella', 'Jake Weber', 'Frankie Muniz', 'Andy Stahl', 'Tyler Noyes', 'Hallee Hirsh', 'Teagle F. Bougere']",English,7.2
0298454,139689,My Sister's Keeper (2002) ,['Drama'],"['woman wears eyeglasses', 'first person title', 'justice of the peace', 'catholic priest', 'priest']",Ron Lagomarsino,"['Kathy Bates', 'Elizabeth Perkins', 'Clark Gregg', 'Kathleen Wilhoite', 'Kimberly J. Brown', 'Hallee Hirsh', 'Lynn Redgrave', 'Ann Cusack', 'Nicole Sullivan', 'Tony Amendola', 'Dylan Kussman', 'Alyson Reed', 'Jascha Washington', 'Lily Knight', 'Geoffrey Rivas']",English,6.2
0168156,139693,Saint Maybe (1998) ,"['Drama', 'Family']","['tragedy', 'suspicion', 'faith', 'brother brother relationship', 'teenage boy']",Michael Pressman,"['Blythe Danner', 'Edward Herrmann', 'Melina Kanakaredes', 'Tom McCarthy', 'Jeffrey Nordling', 'Mary-Louise Parker', 'Rene Augesen', 'Amy Hargreaves', 'Bethel Leslie', ""Glynnis O'Connor"", ""Denis O'Hare"", 'Kristoffer Ryan Winters', 'Mary Lucy Bivins', 'Lori Rom', 'Hallee Hirsh']",English,6.1
0284108,139695,Taking Back Our Town (2001) ,['Drama'],"['cancer', 'epa', 'church', 'underdog', 'barbecue']",Sam Pillsbury,"['Laura Innes', 'Ruby Dee', 'Chris Bauer', 'Myndy Crist', 'Hallee Hirsh', 'Finn Carter', 'Keith Szarabajka', 'Davenia McFadden', 'Tim DeKay', 'Garrett M. Brown', 'Randle Mell', 'John DiMaggio', 'Kate Norby', 'Virginia Capers', ""Paul Vincent O'Connor""]",English,5.5
1491603,139697,Insane (2010) ,['Horror'],"['hotel', 'schizophrenia', 'knife', 'gas mask', 'serial killer']",Anders Jacobsson,"['Lars Bethke', 'Alida Morberg', 'Johanna Leamo', 'David Lenneman', 'Sanna Messo', 'Lennart Ström', 'Tommy Hall', 'Anton Jacobsson', 'Maria Litorell', 'George Mauroy']",English,3.6
2276258,139699,The Visitant (2014) ,['Thriller'],"['ghost', 'death of husband', 'fortune teller', 'video call', 'seance']",Jon Binkowski,"['Michele Simms', 'Patty Bender', 'Stephen DeWoody', 'Chris Dinger', 'Ana Eligio', 'Sallie Glaner', ""Lauren O'Quinn"", 'Toby S. Pruett', 'Tracy Wiu']",English,4.6
2402701,139701,Spirit Stalkers (2012) ,['Horror'],"['house', 'activity', 'haunting', 'investigator', 'blood']",Steve Hudgins,"['Steve Hudgins', 'P.J. Woodside', 'Jessica Dockrey', 'Nick Faust', 'Michael Coon', 'Jessica Reynolds', 'Terry Sidell', 'Grey Hurt', 'Scott Cummings', 'Aaron Frasier', 'Bret Hopkins', 'Todd Reynolds', 'Terri Coon', 'Shilo Slider Turri', 'Pete Law']",English,4.5
1764497,139703,Mona (2012) ,"['Drama', 'Fantasy', 'Mystery']",[],Inara Kolmane,"['Saulius Balandis', 'Kristine Belicka', 'Lauris Subatnieks', 'Valeriy Yaremenko']",Latvian,6.8
2120025,139705,Biology 101 (2013) ,['Thriller'],"['obsession', 'community college', 'teacher student relationship', 'stalking', 'husband wife relationship']",Christopher R. Smith,"['David Christian Welborn', 'Noelle DuBois', ""Deborah O'Brien"", 'Emily Bicks', 'Gregory MacTavish', 'Morgan Peter Brown', 'David Alan Graf', 'Mark Kruhmin', 'Randy Stift', 'Sean Roslon']",English,3.4
2974454,139707,Down Here (2014) ,"['Crime', 'Drama', 'Mystery']",[],Teach Grant,"['Dean Wray', 'Tantoo Cardinal', 'Martin Cummins', 'Michael J Rogers', 'Teach Grant', 'Brent Stait', 'Dave Thompson', 'Andrew Kavadas', 'Sarah-Jane Redmond', 'Viv Leacock', 'West Tomelden', 'Gordon Michael Woolvett', 'Mary Mancini', 'Sienna Bohn', 'Rebecca Campbell']",English,5.0
1446682,139709,Desert Son (2010) ,['Drama'],"['sleeping in the backseat of a car', 'running after a car', 'walking along a road', 'sheep', 'throwing up']",James Mann,"['John Bain', 'Erica Curtis', 'Nathan Halliday', 'Bill Oberst Jr.', 'Chauna Wertlow', 'Elvis Winterbottom']",English,5.0
0070189,139711,Honor Thy Father (1973) ,"['Crime', 'Drama']","['semi documentary', 'crime war', 'husband wife relationship', 'henchman', 'death']",Paul Wendkos,"['Joseph Bologna', 'Brenda Vaccaro', 'Raf Vallone', 'Richard S. Castellano', 'Joe De Santis', 'Gilbert Green', 'Marc Lawrence', 'Louis Zorich', 'Felice Orlandi', 'James Sloyan', 'Roger De Koven', 'Robert Burr', 'Carmine Caridi', 'Joseph Campanella', 'Henry Ferrentino']",English,5.2
2191765,139713,Un moment d'égarement (2015) ,"['Comedy', 'Drama', 'Romance']","['daughter', 'female full rear nudity', 'divorced man', 'rifle shooting', 'female frontal nudity']",Jean-François Richet,"['Vincent Cassel', 'François Cluzet', 'Lola Le Lann', 'Alice Isaaz', 'Louka Meliava', 'Noémie Merlant', 'Romain Apelbaum', 'Philippe Nahon', 'François Bergoin', 'Annelise Hesme', 'Samuel Torres Bianconi', 'Pierre-Marie Mosconi', 'Thomas Bronzini de Caraffa', 'Jacques Andreani', 'Daniel Delorme']",French,6.3
3779300,139715,War Pigs (2015) ,"['Action', 'Drama', 'War']","['1940s', 'year 1944', 'world war two', 'western front', 'u.s. army']",Ryan Little,"['Luke Goss', 'Dolph Lundgren', 'Chuck Liddell', 'Mickey Rourke', 'Noah Segan', 'Steven Luke', 'Ryan Kelley', 'Jake Stormoen', 'K.C. Clyde', 'Apostolos Gliarmis', 'Maclain Nelson', 'Blake Webb', 'Brock Richardes', 'Nate Harward', 'Loic Anthian']",English,4.2
2134170,139717,10 Cent Pistol (2014) ,"['Crime', 'Thriller']","['written by director', 'actress', 'aspiring actress', 'acting class', 'acting coach']",Michael C. Martin,"['Jena Malone', 'JT Alexander', 'Damon Alexander', 'Joe Mantegna', 'Thomas Ian Nicholas', 'Adam Arkin', 'Brendan Sexton III', 'Jessica Szohr', 'Emilio Rivera', 'Joseph Julian Soria', 'Colby French', 'Amir Talai', 'Justin Hires', 'Kiko Ellsworth', 'Steve Cell']",English,4.8
3639176,139719,Todd Barry: The Crowd Work Tour (2014) ,"['Documentary', 'Comedy']",['stand up comedy'],Lance Bangs,"['Todd Barry', 'Robert Buscemi', 'Daryl Shuttleworth']",English,7.6
3149038,139721,X+Y (2014) ,"['Drama', 'Romance']","['mathematics', 'mother son relationship', 'loss of father', 'autism', 'teacher student relationship']",Morgan Matthews,"['Asa Butterfield', 'Rafe Spall', 'Sally Hawkins', 'Eddie Marsan', 'Jo Yang', 'Martin McCann', 'Jake Davies', 'Alex Lawther', 'Alexa Davies', 'Orion Lee', 'Edward Baker-Close', 'Percelle Ascott', 'Suraj Rattu', 'Jamie Ballard', 'Clare Burt']",English,7.1
2251281,139723,Dark Was the Night (2014) ,"['Drama', 'Horror', 'Thriller']","['wendigo', 'suspense', 'creature', 'animal attack', 'animal tracks']",Jack Heller,"['Kevin Durand', 'Lukas Haas', 'Bianca Kajlich', 'Nick Damici', 'Heath Freeman', 'Ethan Khusidman', 'Sabina Gadecki', 'Steve Agee', 'Jacob Grigolia-Rosenbaum', 'Billy Paterson', 'Terry Fiore', 'Joe Pallister', 'Charles Parshley', 'Vincent Carbone', 'Minerva Scelza']",English,5.6
0070642,139725,Scalawag (1973) ,"['Adventure', 'Western']","['spaghetti western', 'boy', 'parrot', 'pirate', 'teenage girl']",Kirk Douglas,"['Kirk Douglas', 'Mark Lester', 'Neville Brand', 'George Eastman', 'Don Stroud', 'Lesley-Anne Down', 'Danny DeVito', 'Mel Blanc', 'Phil Brown', 'Davor Antolic', ""Stojan 'Stole' Arandjelovic"", 'Fabijan Sovagovic', 'Shaft Douglas', 'Dragomir Stanojevic']",English,5.1
0065709,139729,Every Home Should Have One (1970) ,['Comedy'],"['porridge', 'advertising', 'television', 'tv commercial', 'satire']",Jim Clark,"['Marty Feldman', 'Judy Cornwell', 'Garry Miller', 'Shelley Berman', 'Hy Hazell', 'Julie Ege', 'Penelope Keith', 'Moray Watson', 'Jack Watson', 'Mark Elwes', 'Harold Innocent', 'Dinsdale Landen', 'John McKelvey', 'Charles Lewsen', 'Maggie Jones']",English,5.1
1770672,139731,Djinn (2013) ,"['Horror', 'Thriller']","['apartment', 'husband wife relationship', 'djinn']",Tobe Hooper,"['Razane Jammal', 'Khalid Laith', 'Aiysha Hart', 'Abdullah Al Junaibi', 'Carol Abboud', 'May Calamawy', 'Militzia Radmilovic', 'Kristina Coker', 'Ahd', 'Paul Luebke', 'Saoud Al Kaabi', 'Ahmed Abdullah', 'Malik McCall', 'Ghaleb El Saadi', 'Marwan Al Kaabi']",Arabic,4.4
1970039,139733,The Crisis of Civilization (2011) ,"['Documentary', 'History', 'News']","['technocracy', 'environment', 'environmental issues', 'destruction of planet', 'critique of civilization']",Dean Puckett,"['Nafeez Mossadeq Ahmed', 'Francis Fukuyama', 'Samuel Huntington']",English,7.4
4180650,139735,White Cop (2014) ,['Comedy'],"['policeman', 'chicago illinois', 'camp']",Jake Myers,"['Ben Kobold', 'Joe Ferrell', 'Katie McVay', 'Jason Earl Folks', 'Jeremiah Myers', 'Christopher Waldron', 'Alex Bach', 'Nick Moore', 'Jamie Bragg', 'Ian Hicks', 'Aaron With', 'Jordan LaVine', 'Youlanda Burnett', 'Jennifer Mills', 'Katie Rife']",English,7.8
0098190,139737,Resurrected (1989) ,"['Drama', 'War']","['army', 'directorial debut', 'man on the verge of tears', 'cynic', 'return']",Paul Greengrass,"['Tom Bell', 'Rita Tushingham', 'David Thewlis', 'Rudi Davies', 'Michael Pollitt', 'Christopher Fulford', 'Ewan Stewart', 'David Lonsdale', 'Peter Gunn', 'William Hoyland', 'Mark Wing-Davey', 'Gary Mavers', 'Kenny Ireland', 'Philomena McDonagh', 'Lorraine Ashbourne']",English,6.0
0085560,139739,Forever Young (1983) ,['Drama'],"['priest', 'betrayal']",David Drury,"['James Aubrey', 'Nicholas Gecks', 'Karen Archer', 'Alec McCowen', 'Liam Holt', 'Jane Forster', 'Rudi Davies', 'Joseph Wright', 'Jason Carter', 'Julian Firth', 'Oona Kirsch', 'Eileen Fletcher', 'Carol MacReady', 'Philip McGough', 'Pamela Miles']",English,6.7
0800026,139741,Fatal Contact: Bird Flu in America (2006) ,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']","['panic', 'bird', 'virus', 'vomiting', 'vandalism']",Richard Pearce,"['Joely Richardson', 'Scott Cohen', 'Justina Machado', 'Ann Cusack', 'David Ramsey', 'John Atkinson', 'Stacy Keach', ""Peter O'Brien"", 'Carolyn Dando', 'Kodi Smit-McPhee', 'Kate Butler', 'Trevor Sai Louie', 'Latham Gaines', 'Jonny Pasvolsky', 'Steve Bastoni']",English,4.7
0095678,139743,The Murder of Mary Phagan             ,"['Crime', 'Drama', 'History']","['factory', 'murder', 'governor', 'georgia', 'true crime']",Jack Lemmon,"['Jack Lemmon', 'Richard Jordan', 'Robert Prosky', 'Peter Gallagher', 'Kathryn Walker', 'Rebecca Miller', 'Paul Dooley', 'Charles S. Dutton', 'Kevin Spacey', 'Cynthia Nixon', 'Kenneth Welsh', 'Thomas Anderson', 'Dylan Baker', 'Daniel Benzali', 'Nesbitt Blaisdell', 'Beeson Carroll', 'William C. Crawford', 'David Cromwell', 'Loretta Devine', 'William Duff-Griffin', 'Jennifer East', 'Barbara Eda-Young', 'Gwyllum Evans', 'Carl Gordon', 'Sam Gray', 'Richard Hamilton', 'Brent Jennings', 'William H. Macy', 'Jordan Marder', 'Heather McAdam', 'William Newman', 'Owen Rachleff', 'Bill Raymond', 'Fred Sadoff', 'Raynor Scheine', 'Brian Smiar', 'Kate McGregor-Stewart', 'Jimmie Ray Weeks', 'Nick Wyman', 'Wendy J. Cooke']",English,7.3
2170667,139745,Wheels (2014) ,['Drama'],"['junkies', 'suicidal', 'paraplegic', 'addict', 'sex']",Tim Gagliardo,"['Donavon Warren', 'Patrick Hume', 'Diana Gettinger', 'Kevin McCorkle', 'Will Jennings', 'Parker Bolek', 'Irina Costa Jelinek', 'Samantha Siong', 'Nathanyael Grey', 'J. Kristopher', 'Lilit Alexandrian', 'Alyssa Barron', 'Stanley Bautch', 'Alan Brooks', 'P.L. Brown']",English,8.8
0443465,139747,Before We Go (2014) ,"['Comedy', 'Drama', 'Romance']","['chance meeting', 'blonde', 'cleavage', 'train station', 'busking']",Chris Evans,"['Chris Evans', 'Alice Eve', 'Emma Fitzpatrick', 'John Cullum', 'Mark Kassen', 'Elijah Moreland', 'Daniel Spink', 'Grim Reaper Q.', 'Dorothi Fox', 'Allie Woods Jr.', 'Fenton Lawless', 'Troy Caylak', 'Tony White', 'Scott Evans', 'Kevin Carolan']",English,6.8
