IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
5278930,165145,Sky Ladder: The Art of Cai Guo-Qiang (2016) ,['Documentary'],['art'],Kevin Macdonald,"['Ian Buruma', 'Guo-Qiang Cai', 'Wen-You Cai', 'Wenhao Cai', 'Ben Davis', 'Jeffrey Deitch', 'Phil Grucci', 'Thomas Krens', 'Tatsumi Masatoshi', 'Orville Schell', 'Jennifer Wen Ma', 'Hong Hong Wu', 'Yimou Zhang']",English,7.3
4214450,165149,Western (2015) ,"['Documentary', 'Western']",['cowboy'],Bill Ross IV,"['Chad Foster', 'Brylyn Wall', 'Martín Wall']",English,5.9
0093628,165151,Nightmare Sisters (1988) ,"['Comedy', 'Fantasy', 'Horror']","['seduction', 'seance', 'panties', 'white panties', 'nipples']",David DeCoteau,"['Linnea Quigley', 'Brinke Stevens', 'Michelle Bauer', 'Timothy Kauffman', 'Matthew Phelps', 'C. Jay Cox', 'Richard Gabai', 'Marcus Vaughter', 'William Dristas', 'Jeffrey Culver', 'Sandy Brooke', 'Michael Sonye']",English,5.1
4189294,165153,Lego DC Comics: Batman Be-Leaguered (2014) ,"['Animation', 'Short', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['based on comic book', 'superhero', 'superhero team', 'batman character', 'superman character']",Rick Morales,"['Dee Bradley Baker', 'Troy Baker', 'John DiMaggio', 'Grey Griffin', 'Tom Kenny', 'Nolan North', 'Khary Payton', 'Paul Reubens', 'Kevin Michael Richardson', 'James Arnold Taylor']",English,6.6
5946232,165155,Russell Peters: Almost Famous (2016) ,['Comedy'],"['stand up special', 'stand up comedy', 'tv special']",David Higby,"['Russell Peters', 'Jus Reign']",English,6.5
0062108,165157,Pedro Páramo (1967) ,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'War']","['character name as title', 'two word title', 'mexican revolution', 'mexican horror', 'bare chested male']",Carlos Velo,"['John Gavin', 'Ignacio López Tarso', 'Pilar Pellicer', 'Julissa', 'Graciela Doring', 'Carlos Fernández', 'Augusto Benedico', 'Beatriz Sheridan', 'Claudia Millán', 'Rosa Furman', 'Joaquín Martínez', 'Jorge Russek', 'Eric del Castillo', 'Amparo Villegas', 'Graciela Lara']",Spanish,7.0
3510654,165159,Breadcrumb Trail (2014) ,"['Documentary', 'Music']",['band'],Lance Bangs,"['Steve Albini', 'Todd Brashear', 'Ethan Buckler', 'Ian MacKaye', 'Brian McMahan', 'James Murphy', 'Jason Noble', 'David Pajo', 'Corey Rusk', 'Matt Sweeney', 'Britt Walford', 'David Yow']",English,7.6
5957584,165161,Girl in the Box (2016) ,"['Crime', 'Drama']","['tied up while barefoot', 'tied feet']",Stephen Kemp,"['Addison Timlin', 'Zane Holtz', 'Zelda Williams', 'Brittany Allen', 'Matt Cooke', 'Shawn Wright', 'Bill Lake', 'Shileen Paton', 'Vivian Wright', 'Adrian Griffin', 'Nathaniel Burns', 'Kimball Farley', 'Rob Hartz', 'Sean Ryan McBride', 'Hugh McCrae Jr.']",English,6.3
3551954,165163,Raiders!: The Story of the Greatest Fan Film Ever Made (2015) ,['Documentary'],"['filmmaker', 'film production', 'fan film', 'film festival']",Jeremy Coon,"['Chris Strompolos', 'Eric Zala', 'Jayson Lamb', 'Angela Rodriguez', 'Ernest Cline', 'Casey Dillard', 'James Donald', 'Rob Fuller', 'Francisco Gonzalez', 'Chris Gore', 'John E. Hudgens', 'Guy Klender', 'Harry Jay Knowles', 'Scott Lionberger', 'Michael Mobley']",English,6.9
2281239,165165,Finding Truelove (2012) ,"['Documentary', 'Adventure', 'Comedy']",[],Sam Kuhn,"['Bruce Diaz', 'Michael Harmon', 'Clay Peterson']",English,7.7
0047495,165167,Silver Lode (1954) ,['Western'],"['wild west', 'manhunt', 'revenge', 'vengeance', 'federal marshal']",Allan Dwan,"['John Payne', 'Lizabeth Scott', 'Dan Duryea', 'Dolores Moran', 'Emile Meyer', 'Robert Warwick', 'John Hudson', 'Harry Carey Jr.', 'Alan Hale Jr.', 'Stuart Whitman', 'Frank Sully', 'Morris Ankrum', 'Hugh Sanders', 'Florence Auer', 'Roy Gordon']",English,6.9
4504438,165169,Dream/Killer (2015) ,"['Documentary', 'Crime']",['father'],Andrew Jenks,"['Kevin Crane', 'Chuck Erickson', 'Bill Ferguson', 'Leslie Ferguson', 'Ryan Ferguson', 'Kent Heitholt', 'Dallas Mallory', 'Cynthia Martin', 'Erin Moriarty', 'Shawna Ornt', 'Charlie Rogers', 'Ellen Roper', 'Jerry Trump', 'Kathleen Zellner']",English,7.4
2145909,165171,The Forgotten (2014) ,['Horror'],"['father', 'son', 'mother', 'daughter', ""learning the identity of one's father""]",Oliver Frampton,"['Clem Tibber', 'Shaun Dingwall', 'Elarica Johnson', 'Lee Arnold', 'Sam Ashurst', 'Isaura Barbé-Brown', 'James Capel', 'James Doherty', 'Oliver Gilbert', 'Luke Kidd', 'Carys Lewis', 'Lyndsey Marshal', 'Jennifer Matter', 'Katherine Mount', 'Conor Short']",English,5.2
2320388,165173,Hidden in the Woods (2014) ,['Thriller'],"['remake of chilean film', 'remake', 'horror movie remake', 'gruesome', 'cabin in the woods']",Patricio Valladares,"['Michael Biehn', 'Jeannine Kaspar', 'Electra Avellan', 'William Forsythe', 'Dalton Wyatt', 'Mark Burnham', 'Chris Browning', 'Andy Mackenzie', 'Matthew Alan', 'Krzysztof Soszynski', 'Nick Bateman', 'Cody Hackman', 'Mark Gantt', 'Greg Ingram', 'Ricco Ross']",English,4.1
4882174,165175,37 (2016) ,['Drama'],"['inspired by true events', 'witness', 'murder', 'rape', 'independent film']",Puk Grasten,"['Samira Wiley', 'Michael Potts', 'Maria Dizzia', 'Jamie Harrold', 'Thomas Kopache', 'Lucy Martin', 'Adrian Martinez', 'Evan Fine', 'Sophia Lillis', 'Marquise Gary', 'Christina Brucato', 'Lynne McCollough', 'Sawyer Nunes', 'Nancy Ozelli', 'Virginia Robinson']",English,3.9
0194918,165177,Paskutine atostogu diena (1964) ,"['Drama', 'Family', 'Romance']","['little girl', 'summer', 'beach', 'horn', 'grandfather']",Arunas Zebriunas,"['Lina Braknyte', 'Valeriy Zubarev', 'Bronius Babkauskas', 'Hugo Laur']",Russian,7.8
2315582,165179,Una (2016) ,"['Drama', 'Romance']","['topless female nudity', 'sex scene', 'psychological drama', 'psychological', 'female nudity']",Benedict Andrews,"['Ruby Stokes', 'Rooney Mara', 'David Shields', 'Ben Mendelsohn', 'Tara Fitzgerald', 'Madeleine Brolly', 'Richard Cunningham', 'Gary Finnerty', 'Riz Ahmed', 'Maciej Krupianik', 'Mandy Surridge', 'Xanthe Gibson', 'Ciarán McMenamin', 'Katie Money', 'Poppy Corby-Tuech']",English,6.2
0105041,165181,Obsessed (1992) ,"['Drama', 'Thriller']","['woman with a gun', 'reference to billy crystal', 'reference to liberace', 'reference to sammy davis jr.', 'break up']",Jonathan Sanger,"['Shannen Doherty', 'William Devane', 'Clare Carey', 'James Handy', 'Lois Chiles', 'Lisa Ann Poggi', 'Albert Stratton', 'Julie Ariola', 'Jay Ingram', 'Tom Keena', 'Deanna Lund', 'Albie Selznick', 'Mark Kleid', 'Michael J. Martin', 'Ron Noble']",English,6.0
0229480,165183,Island of Blood (1982) ,"['Horror', 'Mystery', 'Thriller']","['film set', 'whodunit', 'filmmaker', 'stranded', 'island']",William T. Naud,"['Marie-Alise Recasner', 'Rick Dean', 'Ron Gardner', 'Terence Goodman', 'Richard Helm', 'Jeanine Marie', 'Jared McVay', 'G. Rockett Phillips', 'Jim Piper', 'Michael Stroka', 'Bari Suber', 'Steven Tash', 'Jimmy Williams']",English,4.2
0093991,165185,Slave Girls from Beyond Infinity (1987) ,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']","['big breasts', 'breast', 'love interest', 'scantily clad woman', 'rapist']",Ken Dixon,"['Elizabeth Kaitan', 'Cindy Beal', 'Don Scribner', 'Brinke Stevens', 'Carl Horner', 'Kirk Graves', 'Randolph Roehbling', 'Bud Graves', 'Jeffery Blanchard', 'Mike Cooper', 'Gregory Lee Cooper', 'Sheila White', 'Fred Tate', 'Jacques Schardo']",English,4.5
0098216,165187,Roller Blade Warriors: Taken by Force (1989) ,"['Action', 'Adventure', 'Sci-Fi']","['low budget film', 'sexploitation', 'exploitation', 'psychotronic film', 'seer']",Donald G. Jackson,"['Kathleen Kinmont', 'John Damon', 'Elizabeth Kaitan', 'Rory Calhoun', 'Cleve Hall', 'Sam Mann', 'Michael Sonye', 'Johnnie Saiko', 'Bunny Gibson', 'Suzanne Solari', 'Leslie Marcucella', 'Abby Dalton', 'Susan Henderson', 'Mina Sanjo', 'Norman Alden']",English,3.8
0088757,165189,Avenging Angel (1985) ,"['Action', 'Crime', 'Thriller']","['teenage prostitute', 'prostitution', 'hollywood california', 'law student', 'female protagonist']",Robert Vincent O'Neil,"['Betsy Russell', 'Rory Calhoun', 'Susan Tyrrell', 'Ossie Davis', 'Robert F. Lyons', 'Steven M. Porter', 'Paul Lambert', 'Barry Pearl', 'Estee Chandler', 'Tim Rossovich', 'Frank Doubleday', 'Howard Honig', 'Ross Hagen', 'Tracy Robert Austin', 'Michael A. Andrews']",English,4.9
0083291,165191,Los violadores (1981) ,"['Action', 'Thriller']","['weapon', 'gang violence', 'motorbike', 'motorcycle', 'driving']",Paul Grau,"['José Gras', 'Laura Premica', 'Andrea Albani', 'Peter Saunders', 'Brian Billings', 'Eric Falk', 'Helmi Sigg', 'Garry Membrini', 'Ana Roca', 'Diana Miller', 'Hank Sutter', 'Irene Semmling', 'Mary-Ann Vaughn']",Spanish,5.3
0083168,165193,Tanya's Island (1980) ,['Drama'],"['bare breasts', 'female nudity', 'bare butt', 'interracial relationship', 'psychotronic film']",Alfred Sole,"['Vanity', 'Richard Sargent', 'Mariette Lévesque', 'Don McLeod', 'Donny Burns']",English,4.3
0082875,165195,Pacific Banana (1980) ,['Comedy'],"['ozploitation', 'hot', 'sex scene', 'sexy', 'sex comedy']",John D. Lamond,"['Graeme Blundell', 'Robin Stewart', 'Deborah Gray', 'Alyson Best', 'Helen Hemingway', 'Manuia Taie', 'Luan Peters', 'Audine Leith', 'Graham Duckett', 'Alan Hopgood', 'Joy Thompson', 'Renata McLachlan', 'Angela Menzies-Wills', 'Violet Waieria', 'Leonora Jackson']",English,4.6
0815258,165197,Werewolf in a Womens Prison (2006) ,['Horror'],"['werewolf', ""women's prison"", 'exploitation film', 'low budget film', 'softcore']",Jeff Leroy,"['Victoria De Mare', 'Eva Derrek', 'Vinnie Bilancio', 'Jackeline Olivier', 'Domiziano Arcangeli', 'Neto DePaula Pimenta', 'Kristen Zaik Vazquez', 'Meredith Salenger', 'Al Burke', 'Yurizan Beltran', 'Bernadette Perez', 'Sindy Lange', 'Jed Rowen', 'Tai Chan Ngo', 'Eric Spudic']",English,4.3
0079142,165199,Xiao zi ming da (1979) ,"['Action', 'Comedy']",['fishing'],Jimmy Shaw,"['Ji-Lung Chang', 'Casanova Wong', 'Lu-Ling Li', 'Hui Lou Chen', 'Kai Chia', 'Yi-Chun Chiang', 'Li Hsu', 'Han-Chang Hu', 'Kuo-Chu Huang', 'Kun Li', 'Yun-Pao Lu', 'Fei Lung', 'Chin Ku Ma', 'Li-Pao Ou', 'Te-Yun Pei']",Mandarin,6.3
0070710,165201,Snatched (1973) ,"['Crime', 'Drama', 'Thriller']","['man running', 'lighthouse', 'ransom', 'strangulation', 'one word title']",Sutton Roley,"['Howard Duff', 'Leslie Nielsen', 'Sheree North', 'Barbara Parkins', 'Robert Reed', 'John Saxon', 'Tisha Sterling', 'Anthony Zerbe', 'Richard Davalos', 'Frank McRae', 'Bart La Rue', 'Howard Platt', 'John Gilgreen', 'John Forker']",English,6.4
0071154,165203,Appassionata (1974) ,['Drama'],"['older man younger woman sex', 'seductress', 'sex with daughter', 'sex with father', 'female nudity']",Gianluigi Calderone,"['Gabriele Ferzetti', 'Ornella Muti', 'Eleonora Giorgi', 'Ninetto Davoli', 'Valentina Cortese', 'Jeanne Martinovic', 'Renata Zamengo', 'Carla Mancini', 'Luigi Antonio Guerra']",Italian,5.4
1136684,165205,Run! Bitch Run! (2009) ,"['Horror', 'Thriller']","['erotica', 'lesbian rape', 'scantily clad female', 'female in shower', 'shower']",Joseph Guzman,"['Ivet Corvea', 'Cheryl Lyone', 'John Winscher', 'Peter Tahoe', 'Daeg Faerch', 'Christina DeRosa', 'Patricia Grant', 'Mike Tursi', 'Chenoa Mason', 'Chris Weidman', 'Ryan Henslee', 'Caejar Cox', 'Lori Soleil', 'Douglas Macpherson', 'Mickey Faerch']",English,4.2
1731755,165207,Hiljaisuus (2011) ,"['Drama', 'War']","['year 1944', 'male frontal nudity', 'male rear nudity', 'male nudity', 'topless female nudity']",Sakari Kirjavainen,"['Joonas Saartamo', 'Lauri Tilkanen', 'Terhi Suorlahti', 'Joanna Haartti', 'Ilkka Heiskanen', 'Sinikka Mokkila', 'Kari Hakala', 'Eeva Putro', 'Matti Onnismaa', 'Harri Liuksiala', 'Kari Ketonen', 'Eero Järvinen', 'Karri Lämpsä', 'Thomas Dellinger', 'Tatu Siivonen']",Finnish,6.6
5051356,165211,Na granicy (2016) ,"['Action', 'Drama', 'Thriller']","['two word title', 'three word title', 'written by director', 'poland', 'polish']",Wojciech Kasperski,"['Marcin Dorocinski', 'Andrzej Chyra', 'Andrzej Grabowski', 'Bartosz Bielenia', 'Kuba Henriksen', 'Severina Spakovska', 'Janusz Chabior', 'Adam Paplinski']",Polish,5.6
5252624,165215,Stalked by My Doctor (2015) ,['Thriller'],"['tied up while barefoot', 'tied feet', 'male doctor in love with female patient', 'hospital', 'obsession']",Doug Campbell,"['Eric Roberts', 'Brianna Joy Chomer', 'Deborah Zoe', 'Jon Briddell', 'Carson Boatman', 'Caryn Richman', 'Wyntergrace Williams', 'Crystal Allen', 'Devon Libran', 'Tina Martin', 'Damon K. Sperber', 'Samantha Gros', 'Rhobye Wyatt', 'Paula Saslow', 'Tara Malenfant']",English,5.5
5989054,165217,Stalked by My Doctor: The Return (2016) ,['Thriller'],"['saved from choking', 'prison guard', 'dream sequence', 'high school', 'san diego california']",Doug Campbell,"['Eric Roberts', 'Claire Blackwelder', 'Hilary Greer', 'Mark Grossman', 'Christopher Crabb', 'Lesli Kay', 'Tiffany Adams', 'Sarah Kraft', 'Lance J. Holt', 'Clint Jung', 'Manuel C Cruz', 'Kimberly Spak', 'Lisa Marie', 'Alix Foedisch', 'Luis Mercado']",English,5.7
1472584,165219,Max Steel (2016) ,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['male human alien hybrid', 'non comic book superhero', 'superhero', 'b movie', 'human alien hybrid']",Stewart Hendler,"['Ben Winchell', 'Josh Brener', 'Maria Bello', 'Andy Garcia', 'Ana Villafañe', 'Mike Doyle', 'Phillip DeVona', 'Billy Slaughter', 'Al Mitchell', 'Lawrence Kao', 'Brett Gentile', 'Jahnee Wallace', 'Avis-Marie Barnes', 'Brandon Larracuente', 'Clayton Frey']",English,4.6
0460811,165221,Elf Bowling the Movie: The Great North Pole Elf Strike (2007) ,"['Animation', 'Comedy', 'Fantasy']","['fiji', 'christmas', 'movie in title', 'color in title', 'surrealism']",Dave Kim,"['Tom Kenny', 'Joe Alaskey', 'Sean Hart', 'Jill Talley', 'Rex Piano']",English,1.8
5115004,165223,La loi de la jungle (2016) ,['Comedy'],"['female rear nudity', 'sex scene', 'female full frontal nudity', 'female frontal nudity', 'female nudity']",Antonin Peretjatko,"['Vincent Macaigne', 'Vimala Pons', 'Pascal Légitimus', 'Mathieu Amalric', 'Fred Tousch', 'Rodolphe Pauly', 'Jean-Luc Bideau', 'Pascal Tagnati', 'Thomas De Pourquery', 'Philippe Laudenbach', 'Marc-Antoine Vaugeois', 'Jamel Elgharbi', 'Stéphane Petillot', 'Serge Trinquecoste', 'Laura Giudice']",French,6.3
0462242,165225,El custodio (2006) ,['Drama'],"['politician', 'bodyguard', 'assassination attempt']",Rodrigo Moreno,"['Julio Chávez', 'Osmar Núñez', ""Marcelo D'Andrea"", 'Elvira Onetto', 'Cristina Villamor', 'Luciana Lifschitz', 'Osvaldo Djeredjian', 'Julieta Vallina', 'Guadalupe Docampo', 'Vanessa Weinberg', 'Marcelo Xicarte', 'Francisco Fernández De Rosa', 'Michel Azogue', 'Sophie Keisser', 'Carlos Cavanna']",Spanish,6.5
4044464,165227,Avouterie (2015) ,"['Crime', 'Drama', 'Thriller']","['doggystyle sex', 'cheating wife', 'adultery', 'revenge', 'female nudity']",H.M. Coakley,"['Sean Faris', 'Mehcad Brooks', 'Danielle Savre', 'Stephanie Charles', 'Steffinnie Phrommany', 'Phillip Brock', 'Robert Eric Wise', 'Rebecca Reaney']",English,5.1
0063550,165229,Satanis: The Devil's Mass (1970) ,['Documentary'],"['psychotronic film', 'satanic ritual', 'ritual', 'pet lion', 'anton lavey']",Ray Laurent,"['Isaac Bonewits', 'Anton LaVey', 'Diane LaVey']",English,5.7
5520618,165231,Fritz Lang (2016) ,"['Crime', 'Drama']","['filmmaker', 'strangler', 'germany', 'film director', 'dusseldorf germany']",Gordian Maugg,"['Heino Ferch', 'Thomas Thieme', 'Samuel Finzi', 'Johanna Gastdorf', 'Lisa Friederich', 'Michael Mendl', 'Jens Kipper', 'Philipp Baltus', 'Maximilian von Pufendorf', 'Lena Münchow', 'Rainer Galke', 'Winfried Küppers', 'Alexander Häusser', 'Alice Gruia', 'Sabine Karpa']",German,6.3
0437198,165233,Fuyu no hi (2003) ,"['Animation', 'Short']","['cutout animation', 'multiple directors', 'compilation', 'stop motion animation', 'stop motion']",Mark Baker,"['Ryuta Kashiwagi', 'Kyôko Kishida', 'Noboru Mitani', 'Mutsumi Sasaki', 'Joe Watanabe', 'Kazutoyo Yoshimi']",Japanese,6.6
5052524,165235,Operator (2016) ,"['Comedy', 'Drama']","['one word title', 'drinking while pregnant', 'high tech', 'fisherman', 'female protagonist']",Logan Kibens,"['Martin Starr', 'Mae Whitman', 'Nat Faxon', 'Cameron Esposito', 'Retta', 'Christine Lahti', 'Kris D. Lofton', 'Kate Cobb', 'Tim Hopper', 'Asif Ali', 'John Boesche', 'Abigail Boucher', 'Tony Boyl', 'Nancy Daly', 'Bilal Dardai']",English,6.0
4622108,165237,Amber Alert (2016) ,"['Drama', 'Thriller']",['mother'],Philippe Gagnon,"['Alaina Huffman', 'Barry Flatman', 'Damon Runyan', 'Kyle Mac', 'Sarah Dodd', 'Mary Krohnert', 'Cameron Brodeur', 'Nathalie Toriel', 'Scott Gibson', 'Eleanor Noble', 'Brittany Drisdelle', 'Matthew Gagnon', 'Matthew Stefiuk', 'Kareem Tristan Alleyne', 'Craig Snoyer']",English,5.8
5213534,165239,Supersonic (2016) ,"['Documentary', 'Biography', 'Music']","['reference to cain and abel', 'rags to riches', 'success story', 'reference to inspiral carpets', 'rock band']",Mat Whitecross,"['Paul Arthurs', 'Christine Biller', 'Mark Coyle', 'Debbie Turner', 'Liam Gallagher', 'Noel Gallagher', 'Paul Gallagher', 'Peggy Gallagher', 'Paolo Hewitt', 'Tony McCarroll', 'Alan McGee', 'Owen Morris', 'Maggie Mouzakitis', 'Jason Rhodes', 'Phil Smith']",English,7.9
0036959,165241,The Invisible Man's Revenge (1944) ,"['Horror', 'Sci-Fi']","['dog', 'escaped mental patient', 'killed by a dog', 'paranoia', 'insanity']",Ford Beebe,"['Jon Hall', 'Leon Errol', 'John Carradine', 'Alan Curtis', 'Evelyn Ankers', 'Gale Sondergaard', 'Lester Matthews', 'Halliwell Hobbes', 'Leyland Hodgson', 'Doris Lloyd', 'Ian Wolfe', 'Billy Bevan', 'Grey Shadow']",English,5.8
0029171,165243,Love from a Stranger (1937) ,"['Drama', 'Mystery', 'Romance', 'Thriller']","['murder', 'burning a photograph', 'halfwit', 'lateness', 'music teacher']",Rowland V. Lee,"['Ann Harding', 'Basil Rathbone', 'Binnie Hale', 'Bruce Seton', 'Jean Cadell', 'Bryan Powley', 'Joan Hickson', 'Donald Calthrop', 'Eugene Leahy']",English,6.5
0041479,165247,Curtain Call at Cactus Creek (1950) ,"['Comedy', 'Romance', 'Western']","['psychotronic film', 'actor', 'gang', 'troupe', 'bank robber']",Charles Lamont,"[""Donald O'Connor"", 'Gale Storm', 'Walter Brennan', 'Vincent Price', 'Eve Arden', 'Chick Chandler', 'Joe Sawyer', 'Harry Shannon', 'Rex Lease', 'I. Stanford Jolley', 'Hank Worden']",English,6.4
0041149,165249,Bagdad (1949) ,"['Action', 'Adventure', 'Fantasy', 'Music', 'Romance']","['psychotronic film', 'bedouin', 'princess', 'pasha', 'prince']",Charles Lamont,"[""Maureen O'Hara"", 'Paul Hubschmid', 'Vincent Price', 'John Sutton', 'Jeff Corey', 'Frank Puglia', 'David Bauer', 'Fritz Leiber', 'Otto Waldis', 'Leon Belasco', 'Anne P. Kramer']",English,5.4
0040925,165251,Up in Central Park (1948) ,"['Comedy', 'Musical']","['psychotronic film', 'newspaper', 'corruption', 'reporter', 'based on play']",William A. Seiter,"['Deanna Durbin', 'Dick Haymes', 'Vincent Price', 'Albert Sharpe', 'Tom Powers', 'Hobart Cavanaugh', 'Thurston Hall', 'Howard Freeman', 'Mary Field', 'Tom Pedi', 'Moroni Olsen', 'William Skipper', 'Nellie Fisher']",English,6.1
0030732,165253,Service de Luxe (1938) ,['Comedy'],['psychotronic film'],Rowland V. Lee,"['Constance Bennett', 'Vincent Price', 'Charles Ruggles', 'Helen Broderick', 'Mischa Auer', 'Joy Hodges', 'Frances Robinson', 'Halliwell Hobbes', 'Raymond Parker', 'Frank Coghlan Jr.', 'Lawrence Grant', 'Nina Gilbert', 'Crauford Kent', 'Lionel Belmore', 'Chester Clute']",English,6.5
0055222,165259,"Nefertite, regina del Nilo (1961) ","['Drama', 'History']","['psychotronic film', 'peplum', 'ancient egypt']",Fernando Cerchio,"['Jeanne Crain', 'Vincent Price', 'Edmund Purdom', 'Amedeo Nazzari', 'Liana Orfei', ""Carlo D'Angelo"", 'Alberto Farnese', 'Clelia Matania', 'Giulio Marchetti', 'Piero Palermini', 'Umberto Raho', 'Gino Marturano', 'Romano Giomini', 'Raf Baldassarre', 'Adriano Vitale']",Italian,5.3
0229371,165265,An Evening of Edgar Allan Poe (1970) ,"['Drama', 'Horror', 'Mystery', 'Thriller']","['horror host', 'male horror host', 'usa male horror host', 'usa horror host', 'one man show']",Kenneth Johnson,['Vincent Price'],English,7.5
0071677,165267,Percy's Progress (1974) ,['Comedy'],"['hot', 'exploitation', 'sex', 'psychotronic film', 'impotence']",Ralph Thomas,"['Leigh Lawson', 'Elke Sommer', 'Denholm Elliott', 'Judy Geeson', 'Harry H. Corbett', 'Vincent Price', 'Adrienne Posta', 'Julie Ege', 'Barry Humphries', 'James Booth', ""Milo O'Shea"", 'Ronald Fraser', 'Anthony Andrews', 'Bernard Lee', 'Madeline Smith']",English,3.6
0071416,165269,The Devil's Triangle (1971) ,"['Documentary', 'Mystery']","['mondo', 'supernatural power', 'psychotronic film', 'ocean', 'bermuda triangle']",Richard Winer,['Vincent Price'],English,6.0
0074260,165271,The Butterfly Ball (1977) ,['Music'],"['concert', 'surrealism', 'rock music', 'band', 'performer']",Tony Klinger,"['Roger Glover', 'Twiggy', 'Vincent Price', 'Tony Ashton', 'Helen Chapelle', 'David Coverdale', 'Ian Gillan', 'John Gustafson', 'Eddie Hardin', 'Earl Jordan', 'Judi Kuhl', 'Neil Lancaster', 'John Lawton', 'Mickey Lee Soule', 'Al Matthews']",English,1.3
0078327,165275,The Strange Case of Alice Cooper (1979) ,['Music'],"['live performance', 'concert film', 'cult music band', 'character name in title']",Alice Cooper,"['Alice Cooper', 'Vincent Price', 'Clifford Allen', 'Rosa Aragon', 'Sheryl Cooper', 'Pentti Glan', 'Steve Hunter', 'Prakash John', 'Davey Johnstone', 'Fred Mandel', 'Gene Montoya', 'Uchi Sugiyama']",English,8.2
1771199,165279,El ángel de Budapest (2011) ,"['Drama', 'War']",[],Luis Oliveros,"['Francis Lorenzo', 'Ana Fernández', 'János Bán', 'Kata Gáspár', 'Tamás Szabó Kimmel', 'Tamás Lengyel', 'Sári Herrer', 'Anna Allen', 'Aldo Sebastianelli', 'Manuel de Blas', 'Asier Etxeandia', 'Áron Öze', 'Iván Fenyö', 'Athina Papadimitriu', 'Gyula Benedek']",Spanish,6.2
0038641,165281,Las inquietudes de Shanti Andía (1947) ,"['based on novel', 'ee All (1)']",[],Arturo Ruiz Castillo,"['Jorge Mistral', 'Josita Hernán', 'Manuel Luna', 'Jesús Tordesillas', 'Milagros Leal', 'Irene Caba Alba', 'Mari Paz Molinero', 'José María Lado', 'Nicolás D. Perchicot', 'José María Rodero', 'María Teresa Campos', 'José Prada', 'José Jaspe', 'Manuel Requena', 'Arturo Marín']",Spanish,6.0
4022440,165283,Vingt et une nuits avec Pattie (2015) ,"['Comedy', 'Drama', 'Mystery']","['south of france', 'dead body', 'dead mother', 'isolated place', 'sex talk']",Arnaud Larrieu,"['Isabelle Carré', 'Karin Viard', 'André Dussollier', 'Sergi López', 'Laurent Poitrenaux', 'Denis Lavant', 'Philippe Rebbot', 'Jules Ritmanic', 'Mathilde Monnier', 'Roland Bonnal', 'Jean-Marc Lavieille', 'Didier Almon', 'Pierre Pellet', 'Didier Peigle', 'Cyril Casmèze']",French,6.2
1516541,165285,Homeless for the Holidays (2009) ,['Drama'],['christmas'],George A. Johnson,"['Matt Moore', 'Crystal Dewitt-Hinkle', 'Cole Brandenberger', 'Gabrielle Phillips', 'Russo George', 'Michael Wilhelm', 'David Sisco', 'Brad Stine', 'Jessica Price', 'Ben Johnson', 'George A. Johnson', 'Mark S. Esch', ""Richard 'Rick' Bobier"", 'Karen Johnson', 'McKenna Thomas']",English,2.8
5653444,165287,The Swap (2016) ,"['Comedy', 'Family', 'Fantasy']","['body switching', 'ice hockey', 'rhythmic gymnastics', 'high school']",Jay Karas,"['Peyton List', 'Jacob Bertrand', 'Claire Rankin', 'Darrin Rose', 'Callan Potter', 'Jesse Bostick', 'Kiana Madeira', 'Eliana Jones', 'Devyn Nekoda', 'Kolton Stewart', 'James Godfrey', 'Naomi Snieckus', 'Breeanna Booth', 'Jordan Cotton', 'Valérie Descheneaux']",English,6.1
0330152,165291,The Christmas Shoes (2002) ,"['Drama', 'Family']","['begins with narration', ""visiting mother's grave"", 'scene during opening credits', 'tv movie', 'christmas movie']",Andy Wolk,"['Rob Lowe', 'Kimberly Williams-Paisley', 'Max Morrow', 'Maria del Mar', 'Hugh Thompson', 'Dorian Harewood', 'Shirley Douglas', 'Amber Marshall', 'Rhonda McLean', 'Jeremy Akerman', 'John Maclaren', 'Brian Heighton', 'Geoff Herod', 'Bill Carr', 'John Dunsworth']",English,6.7
4065316,165293,Best Christmas Party Ever (2014) ,"['Drama', 'Family', 'Romance']","['competition', 'boy', 'dancing', 'in laws', 'dinner']",John Bradshaw,"['Torrey DeVitto', 'Steve Lund', 'Linda Thorson', 'Kalinka Petrie', 'Harmon Walsh', 'Emily Coutts', 'Sean McCann', 'Michael Gordin Shore', 'Halle Nunes', 'Kathy Imrie', 'Nick Baillie', 'Danielle Watling', 'Jason R. Stroud', 'Richie Lawrence', 'Shannon Stevens']",English,6.5
6076802,165295,Pumpkin Pie Wars (2016) ,"['Comedy', 'Romance']","['contest', 'pumpkin pie']",Steven R. Monroe,"['Julie Gonzalo', 'Rico Aragon', 'Michele Scarabelli', 'Jennifer-Juniper Angeli', 'Pete Graham', 'Dolores Drake', 'Rhonda Dent', 'Mischa Karwat', 'David Allan Pearson', 'David Stuart', 'Lucia Frangione', 'Charles Zuckermann', 'Meghan Gardiner', 'Graeme Duffy', 'Janet Glassford']",English,6.8
