IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
0132989,203595,Gaijin - Os Caminhos da Liberdade (1980) ,['Drama'],"['immigration to brazil', 'brazilian history', 'brazil japan relations', 'f rated', 'japanese brazilian']",Tizuka Yamasaki,"['Kyoko Tsukamoto', 'Antônio Fagundes', 'Jiro Kawarazaki', 'Gianfrancesco Guarnieri', 'Alvaro Freire', 'Clarisse Abujamra', 'Hiroshi Banno', 'Oswaldo Barreto', 'Mauro David Bonde', 'Sadi Cabral', 'Louise Cardoso', 'Carlos Costa', 'Lineu Dias', 'José Dumont', 'Shinobu Gotu']",Japanese,6.6
0036461,203597,True to Life (1943) ,"['Comedy', 'Music', 'Romance']",[],George Marshall,"['Mary Martin', 'Franchot Tone', 'Dick Powell', 'Victor Moore', 'Mabel Paige', 'William Demarest', 'Clarence Kolb', 'Beverly Hudson', 'Raymond Roe', 'Ernest Truex', 'Harry Shannon']",English,6.7
0038786,203599,Northwest Hounded Police (1946) ,"['Animation', 'Short', 'Comedy', 'Crime', 'Family']","['alcatraz', 'movie theater', 'log cabin', 'droopy character', 'plastic surgery']",Tex Avery,"['Tex Avery', 'Frank Graham', 'Bill Thompson']",English,7.6
0032289,203601,Buck Benny Rides Again (1940) ,"['Comedy', 'Musical', 'Western']","['nevada', 'boast', 'singer', 'rival', 'spoof']",Mark Sandrich,"['Jack Benny', 'Ellen Drew', ""Eddie 'Rochester' Anderson"", 'Andy Devine', 'Phil Harris', 'Dennis Day', 'Virginia Dale', 'Lillian Cornell', 'Theresa Harris', 'Kay Linaker', 'Ward Bond', 'Morris Ankrum', 'Charles Lane', 'James Burke', 'Merriel Abbott Dancers']",English,6.7
9235070,203603,Memory Games (2018) ,['Documentary'],['memory'],Janet Tobias,"['Yanjaa Wintersoul', 'Andy Fong', 'Kyle Bryan Johnson', 'Simon Reinhard', 'Johannes Mallow', 'Tony Buzan', 'Nelson Dellis', 'Alex Mullen', 'Heather M. Purcell', 'Martin Dresler', 'Boris Konrad', 'Tensing', 'Khandsuren Khatanbaatar', 'Lars Mikkelsen']",English,6.7
0430590,203613,The Beau Brummels (1928) ,"['Short', 'Comedy']","['national film registry', 'comic song', 'vaudeville act', 'singing', 'early sound film']",Al Shaw,"['Al Shaw', 'Sam Lee']",English,7.1
7453418,203615,Nekrotronic (2018) ,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",['secret'],Kiah Roache-Turner,"[""Ben O'Toole"", 'Monica Bellucci', 'Caroline Ford', 'Tess Haubrich', 'Epine Bob Savea', 'David Wenham', 'Berynn Schwerdt', 'Jay Gallagher', 'Felix Williamson', 'Ron Smyck', 'Goran D. Kleut', 'Connor Van Vuuren', 'Charmaine Bingwa', 'Nandalie Campbell Killick', 'Benedict Hardie']",English,5.5
0102564,203617,Nudist Colony of the Dead (1991) ,"['Comedy', 'Horror', 'Musical']","['adolescent humor', 'goofball', 'psychotronic film', 'nudist', 'suicide pact']",Mark Pirro,"['Forrest J. Ackerman', 'Bea Lindgren', 'Rachel Latt', 'Braddon Mendelson', 'Darwyn Carson', 'Dan Hartel', 'Kim Kingsley', 'Dave Robinson', 'Jim Bruce', 'Deborah Stern', 'Barbara Dow', 'Heather McPherson', 'Peter Napoles', 'Steve Wilcox', 'Tony Cicchetti']",English,3.9
10516984,203619,Anima (2019) ,"['Short', 'Music']","['dance', 'dancing', 'tram']",Paul Thomas Anderson,"['Gala Moody', 'Dajana Roncione', 'Thom Yorke']",English,7.7
4120598,203621,Geo-in (2014) ,['Drama'],[],Tae-yong Kim,"['Woo-sik Choi', 'Su-hyeon Kim', 'Sin-cheol Kang', 'Jae-ha Sin', 'Joo-hee Park', 'Yoo-sang Jang']",Korean,6.8
7233726,203623,Gukgabudo-ui nal (2018) ,['Drama'],"['topical', 'international monetary fund', 'suicide', 'financial ruin', 'stock market']",Kook-Hee Choi,"['Hye-su Kim', 'Ah-In Yoo', 'Joon-ho Huh', 'Woo-jin Jo', 'Vincent Cassel', 'Kim Tae-Yul', 'Hae-hyo Kwon', 'Roe-ha Kim', 'Hyo-Seob Eom', 'Deok-Hwan Ryu', 'Jin-joo Park', 'Won Hee Lee', 'Bae-soo Jeon', 'Sung-Bum Jang', 'Gyu-su Jeong']",Korean,6.6
1210814,203627,Joyong-han saesang (2006) ,"['Drama', 'Mystery', 'Thriller']",[],Ui-seok Jo,"['Sang-kyung Kim', 'Yong-woo Park', 'Bo-bae Han', 'Hahm Eun-Jung', 'Gyu-su Jeong', 'Seok-hyeon Jo', 'Il-Woo Jung', 'Min-seok Kwak', 'Jong-su Lee', 'Jeong-se Oh']",Korean,6.8
6109182,203629,Proryv (2006) ,"['Drama', 'War']","['russian army officer', 'russian soldier', 'caucasus', 'second chechen war', 'chechnya']",Vitaliy Lukin,"['Ildus Abrahmanov', 'Andrey Abramov', 'Andrei Bogdanov', 'Anton Borisov', 'Aleksey Bulatov', 'Zaza Chichinadze', 'Ariy Chumakov', 'Vladimir Denisov', 'Maksim Dmitrochenkov', 'Anatoliy Dzivaev', 'Irina Efremova', 'Vladimir Frolov', 'Pavel Galich', 'Mariya Glazkova', 'Vasili Gorbachyov']",Russian,5.0
0095472,203631,Kurutta Butokai (1989) ,"['Drama', 'Horror', 'Thriller']","['male nudity', 'bdsm', 'gay interest', 'pinkku film', 'prison']",Hisayasu Satô,"['Kiyomi Itô', 'Takeshi Itô', 'June', 'Simon Kumai', 'Mabze', 'You Suzuki']",Japanese,6.3
0182916,203635,Gol Krali (1981) ,"['Action', 'Comedy', 'Romance', 'Sport']","['fenerbahce', 'soccer', 'father daughter relationship', 'injection', 'dancing']",Kartal Tibet,"['Kemal Sunal', 'Yavuz Simsek', 'Suna Yildizoglu', 'Gölge Basar', 'Reha Yurdakul', 'Suzan Avci', 'Handan Adali', 'Muadelet Tibet', 'Mürüvet Sim', 'Hüseyin Kutman', 'Mete Sezer', 'Mete Taskiner', 'Günnur Akay', 'Sevinç Tevs', 'Ajlan Aktug']",Turkish,6.9
0119320,203637,Hostile Waters             ,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance', 'War']","['submarine', 'nuclear', 'radioactivity', 'soviet navy', 'u.s. navy']",David Drury,"['Rutger Hauer', 'Martin Sheen', 'Max von Sydow', 'Colm Feore', 'Rob Campbell', 'Harris Yulin', 'Regina Taylor', 'John Rothman', 'Michael Attwell', 'Dominic Monaghan', 'Peter Guinness', 'James E. Kerr', 'Alexis Denisof', 'William Marsh', 'Seamus McQuade']",English,6.2
0206446,203639,Yellowstone Cubs (1963) ,['Family'],['yellowstone national park'],Charles L. Draper,"['Rex Allen', 'Joe Way']",English,6.8
0007003,203641,Madcap Ambrose (1916) ,"['Short', 'Comedy']","['car crashing into a tree', 'slapstick comedy', 'telegram', 'fight', 'moustache']",Fred Hibbard,"['Mack Swain', 'Mai Wells', 'Polly Moran', 'Edgar Kennedy', 'Frank Hayes', 'May Emory', 'Louis Morrison']",None,5.5
0130633,203643,Body of the Prey (1967) ,"['Horror', 'Sci-Fi']","['psychotronic film', 'downward spiral', 'volcano', 'topless swimming', 'rocket scientist']",Norman Earl Thomson,"['James Craig', 'Tota Kondo', ""Lawrence O'Neill"", 'Al Ricketts', 'Atsuko Rome', 'Edward M. Shannon', 'John Stanley', 'James Yagi']",Japanese,2.7
9368628,203645,The New King of Comedy (2019) ,"['Comedy', 'Drama']",['dream'],Stephen Chow,"['Jingwen E.', 'Baoqiang Wang', 'Quandan Zhang', 'Ruyang Jing', 'Qi Zhang', 'Xingzhe Yuan', 'Pierre Bourdaud', 'Zherui Cai', 'Xiaopeng Huang', 'Yilun Miao', 'Kyle Shapiro', 'Kai-Man Tin', 'David Torok']",Mandarin,6.2
0058060,203647,Ensign Pulver (1964) ,"['Comedy', 'Drama', 'War']","['island', 'u.s. navy', 'world war two', 'sequel', 'based on novel']",Joshua Logan,"['Robert Walker Jr.', 'Burl Ives', 'Walter Matthau', 'Tommy Sands', 'Millie Perkins', 'Kay Medford', 'Larry Hagman', 'Peter Marshall', 'Joseph Marr', ""Gerald S. O'Loughlin"", 'Diana Sands', 'Robert Matek', 'Jack Nicholson', 'Al Freeman Jr.', 'Dick Gautier']",English,6.0
8530978,203649,Beats (2019) ,['Drama'],['netflix'],Chris Robinson,"['Khalil Everage', 'Evan J. Simpson', 'Ashley Jackson', 'Ahmad Nicholas Ferguson', 'Uzo Aduba', 'Megan Sousa', 'Jeremy Phillips', 'Ariana Burks', 'Skye Sparks', 'Anthony Anderson', 'Emayatzy Corinealdi', 'Malkia Stampley', 'Julian Williams', 'Paul Walter Hauser', 'Michael David Hammond']",English,6.4
7611944,203651,Making Coco: The Grant Fuhr Story (2018) ,"['Documentary', 'Sport']","['professional athlete', 'ice hockey', 'ice hockey goaltender', 'reference to stanley cup']",Don Metz,"['Glenn Anderson', 'Fred Brathwaite', 'Martin Brodeur', 'Kelly Chase', 'Mike Claiborne', 'Paul Coffey', 'Theo Fleury', 'Grant Fuhr', 'Wayne Gretzky', 'Brett Hull', 'Jarome Iginla', 'Nick Kypreos', 'Kevin Lowe', 'Al MacInnis', 'Mark Messier']",English,7.2
6648468,203653,Interference (2018) ,"['Crime', 'Drama', 'Mystery']",['detective'],Linda Di Franco,"['Tom Wisdom', 'Bruce Thomas', 'Victoria Gabrielle Platt', 'Leona Paraminski', 'Jayne Taini', 'Kaleina Cordova', 'Dante Palminteri', 'Romy Park', 'Dina Morrone', 'Cayleb Long', 'Ivan Fuchs', 'Michael Schantz', 'Natalie Holt MacDonald', 'Zelda Roberts', 'Peter Cordova']",English,3.5
8383694,203655,Pikovaya dama. Zazerkale (2019) ,['Horror'],"['queen of spades', 'russian horror', 'romanization of title', 'three word title', 'title is not in english']",Aleksandr Domogarov,"['Angelina Strechina', 'Daniil Izotov', 'Yan Alabushev', 'Darya Belousova', 'Claudia Boczar', 'Violetta Davydovskaya', 'Vladimir Kanuhin', 'Vladislav Konoplyov', 'Dmitriy Kulichkov', 'Tatyana Kuznetsova', 'Valeriy Pankov', 'Elvira Shilova', 'Alyona Shvidenkova', 'Anastasia Talyzina', 'Igor Yashanin']",Russian,4.9
0071498,203657,Fimpen (1974) ,"['Family', 'Sport']","['national team', 'football', 'actor playing himself', 'child star', 'fame']",Bo Widerberg,"['Johan Bergman', 'Magnus Härenstam', 'Monica Zetterlund', 'Ernst-Hugo Järegård', 'Carl Billquist', 'Stig Ossian Ericson', 'Liselott Wærum', 'Annelie Bergman', 'Arne Bergman', 'Inger Bergman']",Swedish,5.5
6384998,203659,Edge of Isolation (2018) ,"['Drama', 'Horror', 'Thriller']","['premonitory dream', 'couple relationship', 'travelling couple', 'small community', 'cannibalism']",Jeff Houkal,"['Michael Marcel', 'Marem Hassler', 'Alexandra Peters', 'Monte Markham', 'Judi Barton', 'Diana Elizabeth Jordan', 'David Castro', 'Jeff Houkal', 'Jan Gass', 'Mark McClain Wilson', 'Justin Molina', 'Tyler Beardsley', 'Wes Tate', 'Raul Cruz Lara', 'Cael McCarthy']",N/A,3.3
0940688,203661,Dunya & Desie (2008) ,"['Comedy', 'Drama']","['character names as title', 'forenames as title', 'three word title', 'morocco', 'f rated']",Dana Nechushtan,"['Maryam Hassouni', 'Eva van de Wijdeven', 'Christine van Stralen', 'Theo Maassen', 'Rachida Iaallala', 'Mahjoub Benmoussa', 'Iliass Ojja', 'Ilias Addab', 'Tygo Gernandt', 'Micha Hulshof', 'Ingrid Weisgerber', 'Saskia Rinsma', 'Ferdi Stofmeel', 'Rhimo Aguidi', 'Mohemed Salwan']",Dutch,6.6
0013341,203663,The Lucky Dog (1921) ,"['Comedy', 'Short']","['1920s', 'dognapping', 'laurel and hardy', 'dog', 'seeing stars']",Jess Robbins,"['Stan Laurel', 'Florence Gilbert', 'Oliver Hardy', 'Jack Lloyd', 'Edward Jefferson']",None,6.0
7463730,203667,Junglee (2019) ,"['Action', 'Adventure']",['father'],Chuck Russell,"['Vidyut Jammwal', 'Lars Kjeldsen', 'Asha Bhat', 'Vishwanath Chatterjee', 'Makrand Deshpande', 'Vicky Kadian', 'Atul Kulkarni', 'Ratnesh Mani', 'Akshay Oberoi', 'Dinesh Rajpurohit', 'Rahul Verma Rajput', 'Pooja Sawant', 'Abhijit Sinha', 'Thalaivasal Vijay', 'Vishwanath']",Hindi,5.5
0145560,203669,Viagem ao Fim do Mundo (1968) ,['Drama'],['based on novel'],Fernando Coni Campos,"['Joel Barcellos', 'Esmeralda Barros', 'Fernando Coni Campos', 'Talula Campos', 'Walter Forster', 'Annik Malvil', 'José Marinho', 'Fábio Porchat', 'Karin Rodrigues', 'Joffre Soares', 'Vera Vianna']",Portuguese,6.9
8194318,203671,Nowhere (2019) ,"['Drama', 'Thriller']",[],Thomas Michael,"['Kate Drummond', 'Rya Kihlstedt', 'Al Mukadam', 'Ron Lea', 'Nell Verlaque', 'Joelle Farrow', 'Matt Connors', 'Yvonne E. Davidson', 'Lewis Hodgson', 'Kamilla Kowal', 'Kelly Lamb', 'Stephane Paquette', 'Andrea Senior']",English,5.9
4082574,203673,Favela Gay (2014) ,['Documentary'],[],Rodrigo Felha,"['Jeckie Brown', 'Carlinhos do Salgueiro', 'Guinha', 'Dejah Idalice', 'Martinha', 'Michelli', 'Pandora', 'Maxwell Pinheiro', 'Rafaella', 'Flávio Ruivo', 'Jean Wyllys']",Portuguese,7.0
0083520,203675,"Adamo ed Eva, la prima storia d'amore (1983) ","['Adventure', 'Drama', 'Fantasy', 'Horror', 'Romance']","['adam and eve', 'book of genesis', 'religion', 'religious film', 'christian film']",Enzo Doria,"['Mark Gregory', 'Andrea Goldman', 'Ángel Alcázar', 'Costantino Rossi', 'Pierangelo Pozzato', 'Vito Fornari', 'Liliana Gerace', 'Andrea Aureli', 'Marco Antonio Andolfi', 'Maurizio Margutti', 'Leda Simonetti', 'Massimo Spattini']",Italian,4.3
5718764,203677,VHS Lives: A Schlockumentary (2017) ,"['Documentary', 'Horror']","['indie', 'historical', 'human interest']",Tony Newton,"['Phil Anselmo', 'James Balsamo', 'Glenn Berggoetz', 'James Cullen Bressack', 'Shawn Burkett', 'Jörg Buttgereit', 'Richard Chandler', 'David DeCoteau', 'Alex Dermer', 'Dustin Ferguson', 'Danny Filaccio', 'Mathew Fisher', 'Scarlet Fry', 'Peter Goddard', 'Richard W. Haines']",English,5.0
0392931,203679,Yves Saint Laurent: 5 avenue Marceau 75116 Paris (2002) ,"['Documentary', 'Biography']",['independent film'],David Teboul,"['Pierre Bergé', 'Laetitia Casta', 'Loulou De La Falaise', 'Catherine Deneuve', 'Anne-Marie Muñoz', 'Yves Saint-Laurent']",French,5.9
8400758,203683,Killers Anonymous (2019) ,"['Action', 'Crime', 'Mystery', 'Thriller']",['trust'],Martin Owen,"['Tommy Flanagan', 'Rhyon Nicole Brown', 'MyAnna Buring', 'Michael Socha', 'Tim McInnerny', 'Sam Hazeldine', 'Suki Waterhouse', 'Elizabeth Morris', 'Elliot James Langridge', 'Isabelle Allen', 'Jessica Alba', 'Gary Oldman', 'Sally Collett', 'Sadie Frost', 'Takako Akashi']",English,5.1
1829744,203685,Tales of Poe (2014) ,"['Fantasy', 'Horror', 'Thriller']",['anthology'],Bart Mastronardi,"['Caroline Williams', 'Debbie Rochon', 'Adrienne King', 'Amy Steel', 'Randy Jones', 'Desiree Gould', 'Lesleh Donaldson', 'Alan Rowe Kelly', 'Brian Dorton', 'Brewster McCall', 'Joe Zaso', 'Michael Varrati', 'Susan Adriensen', 'Carl Burrows', 'Harry Dugan']",English,4.1
0036999,203687,The Lady and the Monster (1944) ,"['Horror', 'Sci-Fi', 'Thriller']","['psychotronic film', 'brain', 'doctor', 'narration', 'narrator']",George Sherman,"['Vera Ralston', 'Richard Arlen', 'Erich von Stroheim', 'Helen Vinson', 'Mary Nash', 'Sidney Blackmer', 'Janet Martin', 'William Henry', 'Charles Cane', 'Juanita Quigley', 'Josephine Dillon', 'Antonio Triana', 'Lola Montes']",English,5.7
10241206,203689,Imbued Life (2019) ,"['Animation', 'Short', 'Fantasy']",[],Ivana Bosnjak,['Rakan Rushaidat'],Croatian,6.9
6016744,203691,The Edge of Democracy (2019) ,"['Documentary', 'History']","['brazilian politics', 'latin american politics', 'democracy', 'impeachment', 'lula']",Petra Costa,"['Dilma Rousseff', 'Luiz Inácio Lula da Silva', 'Marisa Letícia Lula da Silva', 'Sergio Moro', 'Nestor Cerveró', 'Paulo Roberto Costa', 'Marcelo Odebrecht', 'Lindbergh Farias', 'Jovair Arantes', 'José Eduardo Cardozo', 'Eduardo Cunha', 'Carlos Henrique Gaguim', 'Paulo Maluf', 'Roberto Requião', 'Jean Wyllys']",Portuguese,7.1
8844204,203693,Isha Ovedet (2018) ,['Drama'],"['sexual harassment', 'sexual harassment at work', 'boss employee relationship', 'husband wife relationship', 'breast fondling']",Michal Aviad,"['Liron Ben-Shlush', 'Menashe Noy', 'Oshri Cohen', 'Corinne Hayat', 'Dorit Lev-Ari', 'Sarah Markowitz', 'Irit Sheleg']",Hebrew,6.8
0402842,203695,Beomjweui jaeguseong (2004) ,"['Action', 'Crime']","['bank', 'bank heist', 'detective', 'scheme', 'release from prison']",Dong-hoon Choi,"['Shin-yang Park', 'Jung-ah Yum', 'Yun-shik Baek', 'Ho-jin Chun', 'Mun-shik Lee', 'Won-Sang Park', 'Sang-ho Kim', 'Hie-bong Jo', 'Yoon-seok Kim', 'Seon Yu']",Korean,6.6
6383494,203697,Holy Lands (2017) ,"['Comedy', 'Drama']","['nazareth israel', 'pig farmer', 'bus stop', 'waiting at a bus stop', 'reference to 9 11']",Amanda Sthers,"['Rosanna Arquette', 'Jonathan Rhys Meyers', 'Tom Hollander', 'James Caan', 'Efrat Dor', 'Reem Kherici', 'Patrick Bruel', 'Sharon Mann', 'Joe Sheridan', 'Dina Doron', 'Loai Nofi', 'Ginnie Watson', 'Thierry Harcourt', 'Axel Kiener', 'Raphaël Mezrahi']",English,6.5
5662550,203699,Dead Trigger (2017) ,"['Action', 'Horror', 'Sci-Fi']",['game'],Mike Cuff,"['Dolph Lundgren', 'Autumn Reeser', 'Romeo Miller', 'Isaiah Washington', 'Chris Galya', 'Oleg Taktarov', 'Luciana Carro', 'Justin Chon', 'Joel Gretsch', 'James Chalke', 'Jeff Lam', 'Seira Kagami', 'Tamara Braun', 'Brandon Beemer', 'Brooke Johnston']",English,3.6
1390405,203701,Les derniers jours du monde (2009) ,['Sci-Fi'],"['end of the world', 'male full frontal nudity', 'virus', 'female frontal nudity', 'female nudity']",Arnaud Larrieu,"['Mathieu Amalric', 'Catherine Frot', 'Karin Viard', 'Sergi López', 'Clotilde Hesme', 'Omahyra', 'Sabine Azéma', 'Pierre Pellet', 'Manon Beaudoin', 'Serge Bozon', 'Jacques Nolot', 'Baya Belal', 'Carl von Malaisé', 'Frédéric Vallet', 'Daniel Isoppo']",French,6.2
0203908,203703,Il signor Rossi cerca la felicità (1976) ,"['Animation', 'Adventure', 'Sci-Fi']","['neighbor', 'italy', 'italian', 'employer employee relationship', 'dog']",Bruno Bozzetto,"['Carlo Romano', 'Grazia Pivetti', 'Gianfranco Mauri', 'Carlo Bonomi']",Italian,7.5
0097836,203707,"Les maris, les femmes, les amants (1989) ","['Comedy', 'Drama']","['spellcasting', 'riding a bicycle', 'chocolate cake', 'paris france', 'cheating husband']",Pascal Thomas,"['Jean-François Stévenin', 'Susan Moncur', 'Clément Thomas', 'Emilie Thomas', 'Michel Robin', 'Catherine Jacob', 'Daniel Ceccaldi', 'Anne Guinou', 'Pierre Jean', 'Damien Morel', 'Ludivine Sagnier', 'Guy Marchand', 'Hélène Vincent', 'Alexandra London', 'Leslie Azzoulai']",French,6.2
0150211,203709,Cours après moi... que je t'attrape (1976) ,['Comedy'],[],Robert Pouret,"['Annie Girardot', 'Jean-Pierre Marielle', 'Geneviève Fontanel', 'Christine Laurent', 'Sylvain Rougerie', 'Gérard Hernandez', 'Jean-Jacques Moreau', 'Roger Riffard', 'Jacqueline Doyen', 'Francis Joffo', 'Katia Tchenko', 'Daniel Prévost', 'Marilù Tolo', 'Anémone', 'Claude Beauthéac']",French,6.1
6988116,203711,Kalank (2019) ,"['Drama', 'Romance']","['year 1946', 'year 1944', 'year 1956', 'one word title', 'india']",Abhishek Varman,"['Varun Dhawan', 'Alia Bhatt', 'Madhuri Dixit', 'Sanjay Dutt', 'Aditya Roy Kapoor', 'Kunal Khemu', 'Sonakshi Sinha', 'Pawan Chopra', 'Kiara Advani', 'Nida Bhatt', 'Neha Chawdhury', 'Pavail Gulati', 'Achint Kaur', 'Amit Singh Kharbanda', 'Rashmi Mukherjee']",Hindi,3.5
0258550,203713,The End (2000) ,"['Action', 'Short', 'Documentary']","['dream sequence', 'skateboard', 'bullfighting']",Jamie Mosberg,"['Stephen Berra', 'Ali Cairns', 'Tony Hawk', 'Heath Kirchart', 'Jeremy Klein', 'Bucky Lasek', 'Jeff Lenoce', 'Janine Lindemulder', 'Rick McCrank', 'Andrew Reynolds', 'Willy Santos', 'Brian Sumner', 'Kobe Tai']",English,8.6
0063748,203715,Uptight (1968) ,"['Drama', 'Thriller']","['one word title', 'reference to martin luther king jr.', 'funeral', 'cleveland ohio', 'drunk']",Jules Dassin,"['Raymond St. Jacques', 'Ruby Dee', 'Frank Silvera', 'Roscoe Lee Browne', 'Julian Mayfield', 'Janet MacLachlan', 'Max Julien', 'Juanita Moore', 'Dick Anthony Williams', 'Michael Baseleon', 'John Wesley', 'Ji-Tu Cumbuka', 'Ketty Lester', 'Robert DoQui', 'James McEachin']",English,7.3
4591784,203717,Knox (2015) ,['Documentary'],"['john knox', 'scotland', 'christian', 'reformation', 'reenactment']",Murdo MacLeod,"['Jane Dawson', 'John McIntosh', 'Scott Spurlock', 'Douglas Somerset', 'Kenneth Stewart', 'Maurice Roberts', 'Stuart Falconer', 'Charles Donnelly', 'Clair Ramsey', 'Colet Selwyn', 'Ian Plunkett', 'Innes West', 'Vasso Georgiadou', 'Philip Todd', 'Scarlett Trani']",English,7.4
2166850,203719,Go with Le Flo (2014) ,['Romance'],['friend'],Michael Glover,"['Denis Aubert', 'Marina Senckel', 'Leslie Dubreuil', 'Roberta Bianchini', 'Luisa Wietzorek', 'Mathieu Charriére', 'Tommaso Ragno', 'Mathilde Haldenwang', 'Michel Diercks', 'Michael Rothmann', 'Frank Kallinowski', 'Katharina Sporrer', 'Yann Grouhel', 'Anna Görgen', 'Gerhard Schiewe']",German,6.1
0106819,203721,Enemy Gold (1993) ,"['Action', 'Crime']","['cult film', 'black teddy', '1990s', '90s', 'danger']",Christian Drew Sidaris,"['Bruce Penhall', 'Mark Barriere', 'Suzi Simpson', 'Tanquil Lisa Collins', 'Rodrigo Obregón', 'Julie Strain', 'Alan Abelew', 'Tom Abbott', 'Ron Browning', 'Kym Malin', 'Stacy Lynn Brown', 'Angela Wright', 'Carl Weatherly', 'Don Primrose Jr.', 'Cassidy Phillips']",English,4.2
0109730,203723,The Enemy Within (1994) ,"['Drama', 'Thriller']","['coup', 'general', 'political thriller', ""coup d'etat"", 'u.s. president']",Jonathan Darby,"['Forest Whitaker', 'Sam Waterston', 'Dana Delany', 'Jason Robards', 'Josef Sommer', 'George Dzundza', 'Isabel Glasser', 'Dakin Matthews', ""William O'Leary"", 'Lisa Summerour', 'Rory J. Aylward', 'Greg Brickman', 'David Q. Combs', 'Patricia Donaldson', 'Denise Dowse']",English,5.8
0070033,203727,England Made Me (1973) ,['Drama'],"['1930s', 'twins', 'based on novel', 'independent film']",Peter Duffell,"['Peter Finch', 'Michael York', 'Hildegard Neil', 'Joss Ackland', 'Michael Hordern', 'Tessa Wyatt', 'Michael Sheard', 'Richard Gibson', 'Lalla Ward', 'William Baskiville', 'Demeter Bitenc', 'Vladan Zivkovic', 'Vladimir Bacic', 'Mirjana Nikolic', 'Maja Papandopulo']",English,6.0
0080689,203729,"Enola Gay: The Men, the Mission, the Atomic Bomb (1980) ","['Adventure', 'Drama', 'History', 'War']","['enola gay', 'remake', 'hiroshima japan', 'world war two', 'usa']",David Lowell Rich,"['Billy Crystal', 'Kim Darby', 'Patrick Duffy', 'Gary Frank', 'Gregory Harrison', 'Stephen Macht', 'Walter Olkewicz', 'Robert Pine', 'James Shigeta', 'Robert Walden', 'Richard Venture', 'Richard Herd', 'Henry Wilcoxon', 'Stephen Roberts', 'Michael Tucci']",English,6.4
7935980,203733,Ningyo no nemuru ie (2018) ,['Drama'],"['hospital', 'hospitalization', 'hospitalized person', 'asian nurse', 'japanese nurse']",Yukihiko Tsutsumi,"['Rina Kawaei', 'Keiko Matsuzaka', 'Hidetoshi Nishijima', 'Kentarô Sakaguchi', 'Ryôko Shinohara', 'Min Tanaka', 'Tetsushi Tanaka', 'Sayaka Yamaguchi']",Japanese,6.5
7502322,203735,Masukarêdo hoteru (2019) ,"['Crime', 'Drama', 'Mystery']","['pig', 'two word title', 'based on a novel', 'hotel employee', 'japanese woman']",Masayuki Suzuki,"['Takuya Kimura', 'Masami Nagasawa', 'Nozomi de Lencquesaing', 'Gaku Hamada', 'Manami Hashimoto', 'Ryo Ishibashi', 'Ren Ishikawa', 'Yuki Izumisawa', 'Zen Kajihara', 'Ryô Katsuji', 'Fumiyo Kohinata', 'Ilana Labourene', 'Atsuko Maeda', 'Takako Matsu', 'Katsuhisa Namase']",Japanese,6.3
0044347,203737,Amaya (1952) ,['History'],"['based on novel', 'based on play']",Luis Marquina,"['Susana Canales', 'Julio Peña', 'José Bódalo', 'Pedro Porcel', 'Porfiria Sanchíz', 'Ramón Elías', 'Francisco Pierrá', 'Rafael Luis Calvo', 'Eugenia Zúffoli', 'Armando Moreno', 'Manuel Aguilera', 'Mariano Alcón', 'Rafael Arcos', 'Rafael Calvo Revilla', 'Benito Cobeña']",Spanish,5.2
0109742,203739,Erotique (1994) ,['Drama'],"['sex', 'lesbian', 'anthology', 'f rated', 'title directed by female']",Lizzie Borden,"['Kayla Allen', 'Sunshine Bainbridge', 'Priscilla Barnes', 'Michael Carr', 'Hark-Kin Choi', 'Michelle Clunie', 'Vincent Cook', 'Bryan Cranston', 'Liane Curtis', 'Wade Dominguez', 'Hardy R. Franklin', 'Janet Haley', 'Peter Kern', 'Robert Kotecki', 'Guilherme Leme']",English,4.8
0143236,203741,Escape: Human Cargo (1998) ,"['Action', 'Drama']","['escape', 'saudi arabia', 'passport', 'captive', 'trial']",Simon Wincer,"['Treat Williams', 'Stephen Lang', 'Sasson Gabai', ""Ze'ev Revach"", 'Lawrence Dane', 'Rinan Haim', 'Uri Gavriel', 'Janet-Laine Green', 'Brandon Bone', 'Kristen Bone', 'Brent Bone', 'Elva Mai Hoover', 'Patrick Galligan', 'Imad Gibrin', 'Jack Adalist']",English,6.2
8169552,203745,Turma da Mônica: Laços (2019) ,"['Adventure', 'Comedy', 'Family']","['brazilian comic book', 'based on comic', 'based on graphic novel', 'based on comic book', 'forest']",Daniel Rezende,"['Giulia Benitte', 'Kevin Vechiatto', 'Laura Rauseo', 'Gabriel Moreira', 'Rodrigo Santoro', 'Cauã Martins', 'Sofia Munhoz', 'Gabriel Blotto', 'Pedro Souza', 'Isabela Santos', 'Monica Iozzi', 'Luiz Pacini', 'Paulo Vilhena', 'Fafá Rennó', 'Ana Carolina Godoy']",Portuguese,7.2
8332772,203747,Hanalei Bay (2018) ,['Drama'],[],Daishi Matsunaga,"['Yô Yoshida', 'Reo Sano', 'Nijirô Murakami', 'Guy Sato', 'Mike Guiry', 'Louis Kurihara', 'Gina Kaulukukui', 'Adam Kenner', 'Tom C. Perrelini', 'Rich Ruiz', 'Angela Tillson', 'Lori Pelenise Tuisano', 'Crichton Uale']",Japanese,6.3
