movieId,imdbId,title,genres,year
75831,19993,The Hollywood Revue of 1929,Musical,1929
75927,1053830,Haunted Echoes,Thriller,2008
75929,368563,Possession,Drama|Horror|Mystery|Romance|Thriller,2009
75938,92848,Deadly Prey,Action|Adventure|War,1987
75940,38924,The Seventh Veil,Drama,1945
75947,57318,Mondo Cane,Documentary,1962
75950,46949,The Egyptian,Drama,1954
75962,39349,The Egg and I,Comedy|Romance,1947
75977,40186,Brass Monkey,Comedy|Crime|Drama|Mystery,1948
75979,54898,The Frightened City,Crime|Drama|Film-Noir,1961
75981,60879,Who Are you Polly Maggoo,Comedy,1966
75983,844457,North Face,Adventure|Drama,2008
75985,1053424,Repo Men,Action|Sci-Fi|Thriller,2010
75990,71155,The Apprenticeship of Duddy Kravitz,Comedy|Drama,1974
75992,51435,The Brothers Karamazov,Drama,1958
75994,51436,The Buccaneer,Adventure|Drama|Romance|War,1958
76022,38688,Restless Blood,Drama|Romance|Thriller,1946
76030,795351,Case 39,Horror|Thriller,2009
76049,443524,Guest of Cindy Sherman,Documentary,2008
76051,1043451,Delhi-6,Comedy|Crime|Drama,2009
76054,765128,Oceans,Documentary|Drama,2009
76056,1328634,New York,Crime|Drama|Thriller,2009
76060,1135525,The Slammin' Salmon,Comedy,2009
76063,69421,Your Vice is a Locked Room and Only I Have the Key,Horror|Mystery|Thriller,1972
76066,233481,Cookers,Drama|Horror|Thriller,2001
76077,1231587,Hot Tub Time Machine,Comedy|Sci-Fi,2010
76079,1352824,Chloe,Drama|Thriller,2009
76082,279695,Blackwoods,Drama|Thriller,2002
76085,66482,Trash,Drama,1970
76087,1264914,Zift,Crime|Drama|Mystery,2008
76089,16884,Flesh and the Devil,Drama|Romance,1926
76091,1216496,Mother,Crime|Drama|Mystery|Thriller,2009
76093,892769,How to Train Your Dragon,Adventure|Animation|Children|Fantasy|IMAX,2010
76108,105616,Tom and Jerry: The Movie,Animation|Children|Comedy,1992
76111,1360860,About Elly,Drama|Mystery,2009
76117,492835,The King and the Clown,Drama|Thriller,2005
76119,806147,Extreme Movie,Comedy,2008
76127,153997,"You're a Good Man, Charlie Brown",Animation|Comedy|Musical,1985
76130,1288403,Universal Soldier: Regeneration,Action|Drama|Sci-Fi|Thriller,2009
76132,448206,B.N.B.,Adventure|Comedy|Crime,2005
76134,37168,Sherlock Holmes in Pearl of Death,Crime|Horror|Mystery|Thriller,1944
76137,113718,Lumiere and Company,Documentary,1995
76143,1181927,The Bone Man,Crime|Thriller,2009
76145,847520,Scar,Crime|Horror|Thriller,2007
76147,762105,I Hate Valentine's Day,Comedy|Romance,2009
76149,138674,Ollin oppivuodet,Drama,1920
76151,478338,Zizek!,Documentary,2005
76156,1149363,Yuki & Nina,Drama,2009
76158,1371630,Air Doll,Drama,2009
76160,35951,It Happened at the Inn,Drama|Film-Noir,1943
76163,49043,Main Street,Drama,1956
76169,271029,Come Sweet Death,Comedy|Mystery|Thriller,2000
76171,107214,India,Comedy|Drama,1993
76173,1149361,Micmacs,Comedy|Crime,2009
76175,800320,Clash of the Titans,Action|Adventure|Drama|Fantasy,2010
76185,456543,Miss Météo,Comedy|Drama,2005
76187,44518,White Mane,Drama,1953
76208,63633,The Cremator,Comedy|Drama|Horror|Thriller,1969
76210,1303828,Defendor,Comedy|Crime|Drama,2009
76217,1445202,Bass Ackwards,Drama,2010
76238,227194,One 2 Ka 4,Action|Comedy|Drama,2001
76241,331639,Shakthi: The Power,Action|Drama,2002
76244,1319694,Glorious 39,Drama|Romance|Thriller|War,2009
76251,1250777,Kick-Ass,Action|Comedy,2010
76255,844948,Varg Veum - Bitter Flowers,Crime|Drama|Thriller,2007
76258,1010265,Varg Veum - Fallen Angels,Crime|Drama|Thriller,2008
76269,346723,Chalte Chalte,Drama,2003
76272,1238291,Five Minutes of Heaven,Crime|Drama|Thriller,2009
76277,52876,The Hanging Tree,Drama|Romance|Western,1959
76279,27413,Cain and Mabel,Comedy|Musical|Romance,1936
76288,70760,Swastika,Documentary,1973
76291,113526,Karan Arjun,Drama,1995
76293,1279935,Date Night,Action|Comedy|Romance,2010
76298,100369,The Pit and the Pendulum,Horror,1991
76303,65491,Mark of the Devil,Drama|Horror,1970
76312,77275,The Brink's Job,Comedy|Crime|Drama,1978
76317,838247,After.Life,Drama|Horror|Thriller,2009
76533,977646,Dear Me,Comedy|Romance,2008
76680,462219,Camille,Comedy|Drama|Romance,2007
76692,48791,The Virgin Queen,Drama|Romance,1955
76695,52190,The Sheepman,Comedy|Western,1958
76699,1183697,Sex Positive,Documentary,2008
76709,499665,Spider-Man: The Ultimate Villain Showdown,Animation,2002
76714,21873,Five Star Final,Drama,1931
76716,411323,Downloading Nancy,Drama|Thriller,2008
76720,23241,Movie Crazy,Comedy|Romance,1932
76722,31747,The Oklahoma Kid,Western,1939
76729,1281374,Don McKay,Drama|Mystery|Thriller,2009
76731,1519402,Taqwacore: The Birth of Punk Islam,Documentary,2009
76736,903622,Grim Reaper,Horror,2007
76738,1583323,Steam of Life,Documentary,2010
76743,314121,Mortadelo & Filemon: The Big Adventure,Action|Adventure|Comedy,2003
76747,783767,Angel,Drama|Romance,2007
76751,1033467,American Drug War: The Last White Hope,Crime|Documentary,2007
76753,1390535,The Final,Drama|Horror|Thriller,2010
76758,4707,Tillie's Punctured Romance,Comedy,1914
76763,1017451,The Runaways,Drama|Musical,2010
76770,1422758,Steal This Film II,Documentary,2007
76772,218871,Carne,Drama|Thriller,1991
76776,64828,Pigsty,Drama|Mystery,1969
76778,1303889,Rembrandt's J'accuse,Documentary|Mystery,2008
76808,799991,The Way I Spent the End of the World,Drama,2006
76811,51786,It! The Terror from Beyond Space,Horror|Sci-Fi|Thriller,1958
76814,236638,Deep in the Woods,Horror|Thriller,2000
76816,468704,Daisy,Drama|Romance,2006
76818,1267160,Cape No. 7,Comedy|Drama|Romance,2008
76823,38182,The Men Who Tread on the Tiger's Tail,Adventure|Drama|Thriller,1945
76827,372359,Trench Road,Comedy|Drama,2004
76832,960066,The Black Waters of Echo's Pond,Fantasy|Horror|Thriller,2009
76836,36947,The Most Beautiful,Drama,1944
76860,87981,Razorback,Horror|Thriller,1984
76862,783515,The Education of Charlie Banks,Drama,2007
76864,1479676,Cooking with Stella,Drama,2009
76866,1014809,Until the Light Takes Us,Documentary,2008
76873,1269734,Angel of Death,Action|Crime|Thriller,2009
77141,50379,"Farewell to Arms, A",Drama|Romance|War,1957
77143,38390,Caesar and Cleopatra,Comedy|Drama|War,1945
77146,810868,Reclaim Your Brain,Comedy|Crime|Drama|Romance,2007
77149,66561,When Dinosaurs Ruled the Earth,Adventure|Fantasy|Romance|Sci-Fi,1970
77154,1159961,Waking Sleeping Beauty,Animation|Documentary,2009
77156,1116182,Affinity,Drama|Romance,2008
77162,55382,The Roman Spring of Mrs. Stone,Drama|Romance,1961
77177,884762,Wild China,Documentary,2008
77181,1358383,The Ascent of Money,Documentary,2008
77184,63094,Hot Millions,Comedy|Crime,1968
77189,34646,Desperate Journey,Drama|War,1942
77191,1321509,Death at a Funeral,Comedy,2010
77201,862467,Valhalla Rising,Action|Drama|War,2009
77204,86232,Sahara,Adventure|Drama|Romance,1983
77206,1196141,Diary of a Wimpy Kid,Children|Comedy,2010
77208,964586,Skin,Drama|Mystery,2008
77210,222024,Hum Tumhare Hain Sanam,Comedy|Drama|Romance,2002
77212,33987,Out of the Fog,Crime|Drama|Film-Noir,1941
77217,48705,The Tender Trap,Comedy|Musical,1955
77223,45589,The Caddy,Comedy|Musical,1953
77229,36929,Hotel Reserve,Thriller,1944
77233,1039647,The Union: The Business Behind Getting High,Comedy|Documentary,2007
77238,43459,Decision Before Dawn,Drama|War,1951
77240,1226236,I Am Love,Drama|Romance,2009
77259,1520496,Circle of Eight,Horror|Mystery,2009
77264,1083845,Ballet Shoes,Children|Drama,2007
77266,445953,Disgrace,Drama,2008
77291,92580,Aria,Comedy|Drama,1987
77293,78269,The Silent Partner,Crime|Drama|Thriller,1978
77296,790721,Normal Adolescent Behavior,Drama|Romance,2007
77298,430224,Hell,Drama,2005
77307,1379182,Dogtooth,Drama,2009
77312,791303,Genova,Drama|Romance,2008
77316,1124052,City of Life and Death,Drama|War,2009
77318,96046,Scarecrows,Horror,1988
77326,72752,The Beast,Drama|Fantasy|Horror|Mystery|Romance,1975
77328,1259574,Red Riding: 1974,Crime|Drama|Mystery|Thriller,2009
77330,1260581,Red Riding: 1980,Crime|Drama|Mystery,2009
77332,119004,Don's Plum,Drama,2001
77336,1105281,The Cellar,Horror|Thriller,2003
77339,1226752,The Dunwich Horror,Horror,2009
77344,101930,Chizuko's Younger Sister,Drama,1991
77353,1217243,Achilles and the Tortoise,Comedy,2008
77355,240732,The Moment After,Drama|Sci-Fi|Thriller,1999
77357,1452291,Bananas!*,Crime|Documentary|Drama,2009
77359,1259573,Red Riding: 1983,Crime|Drama|Mystery,2009
77362,44117,Texas Carnival,Comedy|Musical,1951
77364,480255,The Losers,Action|Adventure|Drama|Mystery|Thriller,2010
77414,1294226,The Last Song,Drama|Romance,2010
77416,85318,Chained Heat,Action|Crime|Drama|Thriller,1983
77421,1336617,Cyrus,Comedy|Drama|Romance,2010
77427,1467304,The Human Centipede,Horror,2009
77433,14532,The Ten Commandments,Drama,1923
77435,36430,This Is the Army,Comedy|Musical|War,1943
77444,333902,The Best of Times,Crime|Drama|Thriller,2001
77449,68264,Ben,Horror|Thriller,1972
77451,25607,Operator 13,Drama|Romance|War,1934
77455,1587707,Exit Through the Gift Shop,Comedy|Documentary,2010
77463,55489,Summer and Smoke,Drama|Romance,1961
77479,1027091,Letting Go of God,Comedy|Documentary,2008
77481,33787,King of the Zombies,Comedy|Horror,1941
77491,54016,The Last Voyage,Drama,1960
77493,29310,Night Must Fall,Thriller,1937
77496,32842,Night Train to Munich,Film-Noir|Thriller|War,1941
77509,41746,Pinky,Drama,1949
77517,62377,Tobruk,Drama|War,1967
77540,970452,Solomon Kane,Action|Adventure|Fantasy|Horror,2009
77550,33405,Blood and Sand,Drama,1941
77561,1228705,Iron Man 2,Action|Adventure|Sci-Fi|Thriller|IMAX,2010
77596,1483831,Lebanon,Drama|War,2009
77613,37832,Johnny Angel,Crime|Drama|Film-Noir,1945
77615,34636,The Dark Tower,Drama|Thriller,1943
77629,1584813,Reindeerspotting - Pako joulumaasta,Documentary,2010
77665,1392197,Marmaduke,Comedy,2010
77667,1470023,MacGruber,Action|Comedy,2010
77672,1106860,Ca$h,Crime|Thriller,2010
77680,368668,"Dalton, Les",Comedy|Western,2004
77682,324242,Three,Horror|Mystery,2002
77688,90206,Three Men and a Cradle,Comedy,1985
77707,383846,"When I Grow Up, I'll Be a Kangaroo",Comedy,2004
77709,1056437,The Sky Crawlers,Adventure|Animation|Drama,2008
77711,405866,The Bridesmaid,Drama|Romance|Thriller,2004
77715,338977,Games of Love and Chance,Drama|Romance,2003
77719,102050,Voyager,Drama,1991
77721,68457,Deathdream,Horror|War,1974
77729,74857,The Man on the Roof,Action|Crime|Drama|Thriller,1976
77731,1329454,Vengeance,Action|Crime|Thriller,2009
77736,843270,Crazy Stone,Comedy|Crime,2006
77738,892074,Living Death,Drama|Horror|Thriller,2006
77742,46424,3 Sailors and a Girl,Comedy|Musical,1953
77744,54380,The 3rd Voice,Crime|Drama|Thriller,1960
77770,1538503,Los Bandoleros,Action|Drama,2009
77772,1249294,Vampire Apocalypse,Comedy|Horror,2008
77774,956101,Big River Man,Documentary,2009
77776,60978,7 Dollars on the Red,Western,1966
77778,27255,Aces and Eights,Western,1936
77780,1219836,Virtuality,Drama|Sci-Fi|Thriller,2009
77783,64777,Tora-san Our Lovable Tramp,Comedy|Drama|Romance,1969
77788,808285,The Good Heart,Drama,2009
77795,381940,Cargo,Sci-Fi,2009
77798,1179056,"Nightmare on Elm Street, A",Fantasy|Horror|Thriller,2010
77800,1341167,Four Lions,Comedy|Drama,2010
77804,72604,Adios Amigo,Comedy|Western,1976
77808,75774,Bobby Deerfield,Drama|Romance,1977
77810,1111890,Diary of a Nymphomaniac,Drama,2008
77816,1237900,"Lord, Save Us from Your Followers",Documentary,2008
77818,1376195,Gunless,Action|Comedy|Drama|Western,2010
77820,492389,Furry Vengeance,Children|Comedy,2010
77829,1355640,The Shock Doctrine,Documentary,2009
77831,1241338,"Fine, Totally Fine",Comedy,2008
77833,1640680,Armadillo,Documentary|Drama,2010
77835,36384,Stage Door Canteen,Comedy|Musical|Romance|War,1943
77837,1132623,You Don't Know Jack,Drama,2010
77841,1210106,St Trinian's 2: The Legend of Fritton's Gold,Adventure|Comedy,2009
77843,1379177,The Disappearance of Alice Creed,Thriller,2009
77846,118528,12 Angry Men,Crime|Drama,1997
77854,384700,The Work of Director Michel Gondry,Comedy|Documentary,2003
77866,955308,Robin Hood,Action|Adventure|Drama|Romance|War,2010
77875,65695,L'enfance nue,Drama,1968
77881,307076,Lovers & Leavers,Drama|Romance,2002
77883,1428457,Heartbeats,Comedy|Drama,2009
77891,46004,Little Fugitive,Drama,1953
77893,1368116,Merantau,Action|Drama,2009
77896,71566,Gold,Action|Adventure|Drama|Thriller,1974
77899,48191,I'll Cry Tomorrow,Drama,1955
77907,1546653,The Red Chapel,Comedy|Documentary,2009
77910,94642,American Gothic,Horror,1988
77917,27118,"Inn in Tokyo, An",Drama,1935
77919,57933,The Chalk Garden,Drama,1964
77921,36922,Hollywood Canteen,Comedy|Musical|Romance,1944
77941,460435,In a Dark Place,Horror|Mystery|Thriller,2006
77944,1333631,Art & Copy,Documentary,2009
77947,1524539,Harishchandrachi Factory,Comedy|Drama,2009
77951,250264,Bonhoeffer: Agent of Grace,Drama,2000
77966,1284028,Love the Beast,Documentary,2009
77968,1249414,Must Read After My Death,Documentary,2007
77979,1042424,Johnny Mad Dog,Drama|War,2008
77981,491044,Sparrow,Drama|Romance,2008
77983,45070,Rancho Notorious,Drama|Western,1952
77985,363249,Father and Son,Drama,2003
77990,79858,Scavenger Hunt,Comedy,1979
78000,773318,Deficit,Drama,2007
78003,821442,"Dirty Carnival, A",Action|Crime|Thriller,2006
78006,239381,Phantom,Drama,2000
78009,66207,Donkey Skin,Children|Drama|Fantasy|Musical|Romance,1970
78011,294725,Me and Morrison,Romance,2001
78014,312859,"Peck on the Cheek, A",Drama|War,2002
78016,855729,Times and Winds,Drama,2006
78019,479341,Adam Resurrected,Drama|War,2008
78032,1331307,Dread,Horror,2009
78034,1196204,Cemetery Junction,Comedy|Drama|Romance,2010
78037,372321,Hell's Highway: The True Story of Highway Safety Films,Documentary,2003
78039,1120985,Blue Valentine,Drama|Romance,2010
78041,1103153,Killers,Action|Comedy,2010
78043,73498,Tora-san's Rise and Fall,Comedy,1975
78045,67540,Tora-san's Love Call,Comedy,1971
78049,43264,Adventures of Captain Fabian,Adventure,1951
78054,109744,Esa ja Vesa - auringonlaskun ratsastajat,Action|Adventure|Comedy|Crime,1994
78057,11908,Adventures of Tarzan,Action|Adventure,1921
78059,67929,The Velvet Vampire,Fantasy|Horror,1971
78062,431340,Puppet Master vs. Demonic Toys,Comedy|Fantasy|Horror|Sci-Fi|Thriller,2004
78064,428040,Ween Live in Chicago,Documentary,2004
78068,35614,Aerial Gunner,Drama|War,1943
78071,35170,Panama Hattie,Comedy|Musical,1942
78073,31595,Lucky Night,Drama|Romance,1939
78081,67108,Delusions of Grandeur,Comedy,1971
78084,82479,Anthropophagus: The Grim Reaper,Horror,1980
78088,1462758,Buried,Mystery|Thriller,2010
78090,1235072,Sleep Furiously,Documentary,2008
78093,16201,Parisian Love,Comedy|Crime|Drama|Romance,1925
78095,58142,Girl with Green Eyes,Drama|Romance,1964
78097,1288645,Forbidden Door,Drama|Mystery|Thriller,2009
78099,1459026,The Ape,Drama|Thriller,2009
78101,484211,Life After Tomorrow,Documentary,2006
78103,472562,Shake Hands with the Devil,Drama|War,2007
78105,473075,Prince of Persia: The Sands of Time,Action|Adventure|Fantasy|Romance|IMAX,2010
78111,47840,Artists and Models,Comedy|Musical,1955
78116,878835,Please Give,Comedy|Drama,2010
78122,863136,Peter & the Wolf,Animation|Musical,2006
78124,65839,Hoffman,Comedy|Drama|Romance,1970
78128,1425257,True Legend,Action|Drama,2010
78130,1327200,The Reeds,Action|Horror|Thriller,2009
78132,1038011,The Tomb,Horror|Thriller,2009
78140,1479380,Supermen of Malegaon,Documentary,2008
78142,1081935,Baarìa,Comedy|Drama|War,2009
78145,98197,Reunion,Drama,1989
78157,59440,At Midnight I'll Take Your Soul,Horror,1964
78168,475390,The Wedding Weekend,Comedy|Drama,2006
78170,22485,Tokyo Chorus,Comedy|Drama,1931
78174,1261945,Sex and the City 2,Comedy|Drama|Romance,2010
78181,69528,Young Winston,Adventure|Drama|War,1972
78184,42256,The Black Rose,Adventure,1950
78186,45161,The Sniper,Crime|Drama|Film-Noir|Thriller,1952
78192,1263679,Firaaq,Drama,2008
78201,1166110,The Past Is a Foreign Land,Drama,2008
78207,790627,Brief Interviews with Hideous Men,Comedy|Drama,2009
78209,1226229,Get Him to the Greek,Comedy,2010
78211,1278124,Snarveien,Horror|Thriller,2009
78218,914863,Unthinkable,Drama|Thriller,2010
78222,76507,The Other Side of Midnight,Drama|Romance|Thriller,1977
78224,19237,Our Dancing Daughters,Drama,1928
78235,85234,Betrayal,Drama|Thriller,1983
78245,28203,Romeo and Juliet,Drama|Romance,1936
78247,1546036,The Drawn Together Movie: The Movie!,Animation|Comedy,2010
78249,71676,It's Good to Be Alive,Drama,1974
78251,1247657,Friendship!,Comedy,2010
78264,1212436,The Back-up Plan,Comedy|Romance,2010
78266,1017460,Splice,Horror|Sci-Fi|Thriller,2009
78268,1422122,Tales from the Golden Age,Comedy,2009
78270,97884,May Fools,Comedy|Romance,1990
78272,104008,"Tale of Winter, A",Drama,1992
78276,89366,Hail Mary,Drama,1985
78278,1426378,No One Knows About Persian Cats,Drama,2009
78290,403645,Burnt by the Sun 2,Drama,2010
78295,59362,The Knack ...and How to Get It,Comedy,1965
78308,905329,El Greco,Drama,2007
78313,1126596,Adulthood,Drama,2008
78316,892318,Letters to Juliet,Drama|Romance,2010
78329,63493,Reconstituirea,Comedy|Drama,1968
78332,1263778,The Beautiful Person,Drama|Romance,2008
78335,995747,The Mermaid,Comedy|Drama|Fantasy,2007
78337,790612,Humble Pie,Comedy|Drama,2007
78340,49259,Gervaise,Drama,1956
78342,857275,Wonderful World,Drama|Romance,2009
78344,997246,The Song of Sparrows,Drama,2008
78349,1258197,Exam,Mystery|Thriller,2009
78358,65233,"Go, Go Second Time Virgin",Drama,1969
78360,110278,The Corridor,Drama,1994
78366,32846,No Time for Comedy,Comedy|Drama|Romance,1940
78370,1057581,How to Be,Comedy|Drama,2008
78376,14417,The Wheel,Drama,1923
78379,245209,Dialogues with Solzhenitsyn,Documentary,1999
78381,82088,Blood Wedding,Drama|Musical|Romance,1981
78405,36962,It Happened Tomorrow,Comedy|Fantasy,1944
78408,485272,Salaam-E-Ishq,Comedy|Drama|Musical|Romance,2007
78410,1392744,Chance Pe Dance,Comedy|Drama|Romance,2010
78413,68286,Bless the Beasts & Children,Drama,1971
78416,21549,Whoopee!,Comedy|Musical,1930
78418,32413,Dr. Ehrlich's Magic Bullet,Drama,1940
78420,43660,The House on Telegraph Hill,Drama|Film-Noir|Mystery|Thriller,1951
78422,887745,How About You...,Comedy|Drama,2007
78438,50347,Edge of the City,Drama|Film-Noir,1957
78442,1225703,No Greater Love,Drama|Romance,2009
78445,1035730,"Woman In Berlin, A",Drama|War,2008
78459,1370889,Talhotblond:,Documentary|Thriller,2009
78461,1242539,Godspeed,Drama|Horror|Thriller,2009
78463,35460,Tortilla Flat,Comedy|Drama|Romance,1942
78465,43044,Three Little Words,Comedy|Musical|Romance,1950
78467,1075747,Jonah Hex,Action|Drama|Thriller|Western,2010
78469,429493,The A-Team,Action|Comedy|Thriller,2010
78483,56017,Gigot,Comedy,1962
78488,1391544,Dhoondte Reh Jaoge,Comedy|Drama,2009
78490,59555,Othello,Drama|Romance,1965
78499,435761,Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010
78517,1568150,Joan Rivers: A Piece of Work,Documentary,2010
78519,43859,No Highway in the Sky,Drama|Thriller,1951
78528,41327,"East Side, West Side",Crime|Drama|Romance,1949
78534,1016321,Adrift,Drama,2009
78536,1198385,In the Beginning,Drama,2009
78557,1227762,Aladin,Comedy|Fantasy|Musical|Romance,2009
78559,1239357,One Good Man,Drama,2009
78574,1399683,Winter's Bone,Drama|Thriller,2010
78579,1135095,Tell-Tale,Drama|Horror|Sci-Fi|Thriller,2009
78583,808237,Drama/Mex,Drama,2006
78585,1165253,Dream,Drama|Fantasy|Mystery|Romance,2008
78606,1075113,Don't Look Back,Drama|Horror|Mystery|Thriller,2009
78612,73349,Mandingo,Action|Romance,1975
78614,234217,Clouds of May,Drama,1999
78618,62728,Bad Girls,Drama|Mystery,1968
78620,63557,The Scalphunters,Comedy|Western,1968
78626,269743,Barking Dogs Never Bite,Comedy|Horror,2000
78629,8663,"Man There Was, A",Drama,1917
78633,1540814,Casino Jack and the United States of Money,Documentary,2010
78635,1145479,Under the North Star,Drama|Romance|War,2009
78637,892791,Shrek Forever After,Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010
78640,1007018,The Open Road,Comedy|Drama,2009
78642,1244588,Magic Man,Crime|Mystery|Thriller,2009
78646,105355,"Sense of History, A",Comedy|Crime|Drama,1992
78649,389011,"Hot Dog Program, A",Documentary,1999
78651,60847,The Ashes,Drama|War,1965
78653,1204773,Everyone Else,Drama|Romance,2009
78658,974544,Coming Down the Mountain,Drama,2007
78666,441674,Princess Raccoon,Comedy|Fantasy|Musical|Romance,2005
78677,484064,The Near East,Comedy|Drama|Romance,2006
78679,954947,The Killer Inside Me,Crime|Drama|Thriller|Western,2010
78681,1493886,The Wild Hunt,Drama|Thriller,2009
78684,104111,"Acla, The Descent into Floristella",Drama,1992
78690,10307,I Accuse,Drama|Horror|War,1919
78698,243415,Mercy Streets,Action|Crime|Drama,2000
78701,942891,The Guitar,Drama|Romance,2008
78703,1179794,TiMER,Comedy|Drama|Fantasy|Romance,2009
78713,20514,The Trespasser,Drama,1929
78715,19591,"Woman of Affairs, A",Drama,1928
78717,1134665,Chelsea on the Rocks,Documentary,2008
78719,1236182,Ashes and Blood,Drama,2009
78721,85656,Heart Like a Wheel,Drama,1983
78723,95530,Little Dorrit,Drama|Romance,1988
78727,1187046,Saving God,Crime|Drama,2008
78729,813980,24: Redemption,Action|Adventure|Crime|Drama|Thriller,2008
78737,39243,Captain from Castile,Adventure|Drama,1947
78739,35153,One of Our Aircraft Is Missing,Action|Drama|War,1942
78742,65636,Diary of a Mad Housewife,Comedy|Drama,1970
78746,1144539,Best Worst Movie,Documentary,2009
78748,1339635,Beetle Queen Conquers Tokyo,Documentary,2009
78757,381131,The Deal,Drama,2003
78759,1117646,The Special Relationship,Drama,2010
78765,30865,Three Comrades,Drama,1938
78772,1325004,The Twilight Saga: Eclipse,Fantasy|Romance|Thriller|IMAX,2010
78774,1294213,Solitary Man,Comedy|Drama,2009
78776,1315214,Hannah Free,Drama,2009
78827,1355623,Bluebeard,Fantasy,2009
78829,1157685,The Betrayal,Documentary,2008
78832,37466,Wing and a Prayer,Action|Drama|War,1944
78834,1291548,Tomorrow at Dawn,Drama,2009
78836,1191111,Enter the Void,Drama,2009
78838,1034302,The Cry of the Owl,Drama|Thriller,2009
78856,1189345,The World According to Monsanto,Documentary,2008
78858,45706,Dream Wife,Comedy|Romance,1953
78860,59729,The Slender Thread,Drama,1965
78871,1381773,"Genesis Found, A",Adventure|Mystery,2010
78873,1570417,Accident on Hill Road,Crime|Drama|Thriller,2010
78885,770814,Tennessee,Drama,2008
78893,938283,The Last Airbender,Action|Adventure|Fantasy,2010
78895,89748,When Father Was Away on Business,Drama,1985
78898,60165,"Big Hand for the Little Lady, A",Comedy|Drama|Western,1966
78903,70959,State of Siege,Drama|Thriller,1972
78905,42039,Whirlpool,Crime|Drama|Film-Noir|Mystery,1949
78909,335351,Little Lili,Drama,2003
78913,118976,Didier,Comedy|Fantasy,1997
78916,340137,Grande école,Drama,2004
78919,1166810,Fat People,Comedy,2009
78921,37367,This Happy Breed,Comedy|Drama,1944
78934,806686,Yella,Drama|Romance|Thriller,2007
78941,492962,Destricted,Drama,2006
78944,57982,Culloden,Documentary|Drama|War,1964
78946,69737,Distant Thunder,Drama,1973
78951,780495,Cool Air,Horror,2006
78955,64873,The Rain People,Drama,1969
78957,62277,I Even Met Happy Gypsies,Drama,1967
78959,1217616,Endgame,Drama,2009
78961,993841,Dead Air,Horror|Sci-Fi|Thriller,2009
78967,76210,The Island of Dr. Moreau,Adventure|Fantasy|Horror|Romance|Sci-Fi|Thriller,1977
78974,1594971,Malice N Wonderland,Drama|Musical,2010
78976,1609157,Stones in Exile,Documentary|Musical,2010
78978,52708,The Cousins,Drama|Romance,1959
78980,36783,Dynamite Girl,Comedy|Crime,1944
78982,68669,Gumshoe,Comedy|Crime|Drama|Mystery,1971
78984,1288633,Guts,Action|Crime,2009
78986,445691,Salvador,Drama,2006
78991,114469,Slam Dunk Ernest,Children|Comedy,1995
78993,44811,Waiting Women,Comedy|Drama,1952
79003,40745,Romance on the High Seas,Comedy|Musical|Romance,1948
79006,416716,Empire of Dreams: The Story of the 'Star Wars' Trilogy,Documentary,2004
79010,365480,Marie and Bruce,Comedy|Drama,2004
79022,202989,The Intern,Comedy,2000
79029,790769,Kurt Cobain About a Son,Documentary|Musical,2006
79035,33722,Hold Back the Dawn,Drama|Romance,1941
79038,52837,The Gazebo,Comedy|Crime,1959
79043,808138,Inside the Twin Towers,Drama,2006
79045,302022,We Stand Alone Together,Documentary,2001
79057,1424381,Predators,Action|Sci-Fi|Thriller,2010
79060,860866,Far North,Drama|Romance|Thriller,2007
79063,1345488,"Leslie, My Name is Evil",Comedy|Crime|Fantasy,2009
79065,36422,Thank Your Lucky Stars,Comedy|Musical,1943
79067,62977,The Fixer,Drama,1968
79073,1333667,When You're Strange,Documentary,2009
79077,470764,The Flight That Fought Back,Drama,2005
79081,47073,Hell and High Water,Adventure|Drama|Thriller,1954
79083,46564,Young Bess,Drama|Romance,1953
79091,1323594,Despicable Me,Animation|Children|Comedy|Crime,2010
79094,36367,So Proudly We Hail!,Drama|Romance|War,1943
79104,1235404,31 North 62 East,Thriller,2009
79106,815182,Irene in Time,Comedy|Drama|Romance,2009
79109,34578,Captains of the Clouds,Action|Drama|War,1942
79111,488121,The Front Line,Crime|Drama|Thriller|War,2006
79124,30182,The Girl of the Golden West,Musical|Romance|Western,1938
79127,30817,Sweethearts,Musical|Romance,1938
79132,1375666,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010
79134,1375670,Grown Ups,Comedy,2010
79136,1101048,Thirst,Drama,2008
79139,963966,The Sorcerer's Apprentice,Action|Adventure|Children|Comedy|Fantasy,2010
79163,800228,Swedish Auto,Drama|Romance,2006
79166,478125,Creepshow 3,Horror,2006
79185,1013743,Knight and Day,Action|Comedy|Romance,2010
79187,1226232,The Greatest,Drama|Romance,2009
79191,111002,Roadracers,Drama,1994
79195,405266,Raincoat,Drama|Romance,2004
79197,49201,The Fastest Gun Alive,Western,1956
79203,446750,Nightwatching,Drama|Mystery,2007
79207,87247,Fear City,Crime|Drama|Mystery|Thriller,1984
79213,217019,Sade,Crime|Drama,2000
79222,1438437,The Phantom,Action|Adventure|Crime|Fantasy,2009
79224,1155076,The Karate Kid,Action|Children|Drama,2010
79226,1247662,The Good Guy,Comedy|Romance,2009
79228,425196,Like Minds,Crime|Horror|Mystery|Thriller,2006
79230,954990,The Yellow Handkerchief,Drama|Romance,2008
79232,92772,Comrades,Drama,1986
